tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp,is_sar,alert_id
48,15,24,TRANSFER,299.33,2017-01-03T00:00:00Z,False,-1
49,52,34,TRANSFER,402.3,2017-01-03T00:00:00Z,False,-1
50,38,65,TRANSFER,825.0,2017-01-03T00:00:00Z,True,2
51,311,10,TRANSFER,429.16,2017-01-03T00:00:00Z,False,-1
52,37,24,TRANSFER,861.48,2017-01-03T00:00:00Z,False,-1
53,41,10,TRANSFER,380.2,2017-01-03T00:00:00Z,False,-1
54,320,62,TRANSFER,518.69,2017-01-03T00:00:00Z,False,-1
55,124,304,TRANSFER,325.43,2017-01-03T00:00:00Z,False,-1
56,18,56,TRANSFER,894.83,2017-01-03T00:00:00Z,False,-1
57,63,18,TRANSFER,166.52,2017-01-03T00:00:00Z,False,-1
58,63,18,TRANSFER,484.78,2017-01-03T00:00:00Z,False,-1
59,14,18,TRANSFER,282.25,2017-01-03T00:00:00Z,False,-1
60,107,118,TRANSFER,658.83,2017-01-03T00:00:00Z,False,-1
61,310,13,TRANSFER,133.4,2017-01-03T00:00:00Z,False,-1
62,116,14,TRANSFER,262.55,2017-01-03T00:00:00Z,False,-1
63,75,20,TRANSFER,571.84,2017-01-03T00:00:00Z,False,-1
64,73,97,TRANSFER,664.69,2017-01-04T00:00:00Z,False,-1
65,35,32,TRANSFER,227.4,2017-01-04T00:00:00Z,True,3
66,32,21,TRANSFER,961.43,2017-01-04T00:00:00Z,False,-1
67,114,73,TRANSFER,298.51,2017-01-04T00:00:00Z,False,-1
68,56,10,TRANSFER,263.5,2017-01-04T00:00:00Z,False,-1
69,31,23,TRANSFER,379.82,2017-01-04T00:00:00Z,False,-1
70,27,33,TRANSFER,286.86,2017-01-04T00:00:00Z,False,-1
71,27,33,TRANSFER,604.42,2017-01-04T00:00:00Z,False,-1
72,306,17,TRANSFER,224.18,2017-01-04T00:00:00Z,False,-1
73,68,16,TRANSFER,583.39,2017-01-04T00:00:00Z,False,-1
74,301,26,TRANSFER,811.39,2017-01-04T00:00:00Z,False,-1
75,308,9,TRANSFER,840.66,2017-01-04T00:00:00Z,False,-1
76,48,38,TRANSFER,412.77,2017-01-04T00:00:00Z,False,-1
77,43,30,TRANSFER,782.01,2017-01-04T00:00:00Z,False,-1
78,13,37,TRANSFER,77.69,2017-01-04T00:00:00Z,False,-1
79,12,75,TRANSFER,820.66,2017-01-04T00:00:00Z,False,-1
80,12,75,TRANSFER,866.88,2017-01-04T00:00:00Z,False,-1
81,61,116,TRANSFER,365.33,2017-01-04T00:00:00Z,False,-1
82,327,39,TRANSFER,685.91,2017-01-04T00:00:00Z,False,-1
83,51,28,TRANSFER,795.04,2017-01-04T00:00:00Z,False,-1
84,7,18,TRANSFER,896.74,2017-01-04T00:00:00Z,False,-1
85,11,114,TRANSFER,296.25,2017-01-04T00:00:00Z,False,-1
86,62,26,TRANSFER,864.04,2017-01-04T00:00:00Z,False,-1
87,6,39,TRANSFER,926.06,2017-01-04T00:00:00Z,False,-1
88,112,28,TRANSFER,485.82,2017-01-04T00:00:00Z,False,-1
89,71,32,TRANSFER,629.04,2017-01-04T00:00:00Z,False,-1
90,120,56,TRANSFER,395.1,2017-01-04T00:00:00Z,False,-1
91,87,45,TRANSFER,96.46,2017-01-04T00:00:00Z,True,4
92,19,32,TRANSFER,439.97,2017-01-04T00:00:00Z,False,-1
93,65,46,TRANSFER,774.9,2017-01-04T00:00:00Z,False,-1
94,59,18,TRANSFER,992.07,2017-01-04T00:00:00Z,False,-1
95,11,114,TRANSFER,340.05,2017-01-05T00:00:00Z,False,-1
96,109,319,TRANSFER,799.55,2017-01-05T00:00:00Z,False,-1
97,110,137,TRANSFER,918.2,2017-01-05T00:00:00Z,False,-1
98,55,29,TRANSFER,347.72,2017-01-05T00:00:00Z,False,-1
99,326,303,TRANSFER,742.37,2017-01-05T00:00:00Z,False,-1
100,38,13,TRANSFER,113.41,2017-01-05T00:00:00Z,False,-1
101,10,28,TRANSFER,123.73,2017-01-05T00:00:00Z,False,-1
102,72,30,TRANSFER,286.28,2017-01-05T00:00:00Z,False,-1
103,106,312,TRANSFER,330.63,2017-01-05T00:00:00Z,False,-1
104,314,5,TRANSFER,749.89,2017-01-05T00:00:00Z,False,-1
105,34,66,TRANSFER,845.96,2017-01-05T00:00:00Z,False,-1
106,37,24,TRANSFER,134.5,2017-01-05T00:00:00Z,False,-1
107,23,195,TRANSFER,473.75,2017-01-05T00:00:00Z,False,-1
108,2,76,TRANSFER,182.55,2017-01-05T00:00:00Z,False,-1
109,1,108,TRANSFER,53.84,2017-01-05T00:00:00Z,False,-1
110,21,18,TRANSFER,317.41,2017-01-05T00:00:00Z,False,-1
111,56,10,TRANSFER,108.81,2017-01-05T00:00:00Z,False,-1
112,32,21,TRANSFER,751.97,2017-01-05T00:00:00Z,False,-1
113,28,16,TRANSFER,533.12,2017-01-05T00:00:00Z,False,-1
114,62,26,TRANSFER,352.44,2017-01-05T00:00:00Z,False,-1
115,30,71,TRANSFER,768.0,2017-01-05T00:00:00Z,False,-1
116,69,15,TRANSFER,219.25,2017-01-05T00:00:00Z,False,-1
117,303,151,TRANSFER,928.31,2017-01-05T00:00:00Z,False,-1
118,122,49,TRANSFER,785.94,2017-01-05T00:00:00Z,False,-1
119,57,106,TRANSFER,760.29,2017-01-05T00:00:00Z,False,-1
120,25,117,TRANSFER,162.5,2017-01-05T00:00:00Z,False,-1
121,9,64,TRANSFER,301.17,2017-01-05T00:00:00Z,False,-1
122,60,264,TRANSFER,922.82,2017-01-05T00:00:00Z,False,-1
123,33,34,TRANSFER,407.88,2017-01-05T00:00:00Z,False,-1
124,105,34,TRANSFER,812.88,2017-01-06T00:00:00Z,False,-1
125,31,23,TRANSFER,210.13,2017-01-06T00:00:00Z,False,-1
126,322,205,TRANSFER,132.0,2017-01-06T00:00:00Z,False,-1
127,312,207,TRANSFER,720.85,2017-01-06T00:00:00Z,False,-1
128,47,62,TRANSFER,183.01,2017-01-06T00:00:00Z,False,-1
129,35,193,TRANSFER,241.4,2017-01-06T00:00:00Z,False,-1
130,28,16,TRANSFER,228.31,2017-01-06T00:00:00Z,False,-1
131,119,218,TRANSFER,750.09,2017-01-06T00:00:00Z,False,-1
132,318,23,TRANSFER,857.52,2017-01-06T00:00:00Z,False,-1
133,319,147,TRANSFER,746.96,2017-01-06T00:00:00Z,False,-1
134,66,69,TRANSFER,335.19,2017-01-06T00:00:00Z,False,-1
135,111,6,TRANSFER,488.46,2017-01-06T00:00:00Z,False,-1
136,321,201,TRANSFER,893.93,2017-01-06T00:00:00Z,False,-1
137,50,142,TRANSFER,817.48,2017-01-06T00:00:00Z,False,-1
138,123,35,TRANSFER,322.57,2017-01-06T00:00:00Z,False,-1
139,44,42,TRANSFER,393.66,2017-01-06T00:00:00Z,False,-1
140,325,21,TRANSFER,920.66,2017-01-06T00:00:00Z,False,-1
141,4,39,TRANSFER,490.01,2017-01-07T00:00:00Z,False,-1
142,58,351,TRANSFER,789.78,2017-01-07T00:00:00Z,False,-1
143,58,351,TRANSFER,983.17,2017-01-07T00:00:00Z,False,-1
144,104,34,TRANSFER,119.27,2017-01-07T00:00:00Z,False,-1
145,113,67,TRANSFER,259.79,2017-01-07T00:00:00Z,False,-1
146,57,106,TRANSFER,675.25,2017-01-07T00:00:00Z,False,-1
147,313,13,TRANSFER,902.16,2017-01-07T00:00:00Z,False,-1
148,17,41,TRANSFER,688.65,2017-01-07T00:00:00Z,False,-1
149,45,19,TRANSFER,834.09,2017-01-07T00:00:00Z,False,-1
150,5,8,TRANSFER,422.18,2017-01-07T00:00:00Z,False,-1
151,53,55,TRANSFER,738.63,2017-01-07T00:00:00Z,False,-1
152,29,19,TRANSFER,760.92,2017-01-07T00:00:00Z,True,11
153,34,66,TRANSFER,882.56,2017-01-07T00:00:00Z,False,-1
154,67,317,TRANSFER,213.05,2017-01-07T00:00:00Z,False,-1
155,115,29,TRANSFER,857.67,2017-01-07T00:00:00Z,False,-1
156,13,37,TRANSFER,571.43,2017-01-07T00:00:00Z,False,-1
157,121,344,TRANSFER,703.91,2017-01-07T00:00:00Z,False,-1
158,64,73,TRANSFER,855.17,2017-01-07T00:00:00Z,False,-1
159,16,306,TRANSFER,197.24,2017-01-07T00:00:00Z,False,-1
160,22,27,TRANSFER,228.93,2017-01-07T00:00:00Z,False,-1
161,74,30,TRANSFER,592.26,2017-01-07T00:00:00Z,False,-1
162,305,55,TRANSFER,105.12,2017-01-07T00:00:00Z,False,-1
163,59,18,TRANSFER,411.79,2017-01-07T00:00:00Z,False,-1
164,36,225,TRANSFER,686.79,2017-01-08T00:00:00Z,False,-1
165,302,36,TRANSFER,748.65,2017-01-08T00:00:00Z,False,-1
166,40,76,TRANSFER,810.92,2017-01-08T00:00:00Z,False,-1
167,61,211,TRANSFER,717.89,2017-01-08T00:00:00Z,False,-1
168,317,47,TRANSFER,431.54,2017-01-08T00:00:00Z,False,-1
169,10,74,TRANSFER,243.47,2017-01-08T00:00:00Z,False,-1
170,60,68,TRANSFER,928.57,2017-01-08T00:00:00Z,False,-1
171,24,30,TRANSFER,736.78,2017-01-08T00:00:00Z,False,-1
172,304,54,TRANSFER,181.58,2017-01-08T00:00:00Z,False,-1
173,33,29,TRANSFER,444.93,2017-01-08T00:00:00Z,True,11
174,324,30,TRANSFER,682.24,2017-01-08T00:00:00Z,False,-1
175,54,71,TRANSFER,393.09,2017-01-08T00:00:00Z,False,-1
176,117,36,TRANSFER,76.43,2017-01-08T00:00:00Z,False,-1
177,26,338,TRANSFER,735.6,2017-01-08T00:00:00Z,False,-1
178,20,22,TRANSFER,437.21,2017-01-08T00:00:00Z,False,-1
179,315,60,TRANSFER,117.23,2017-01-09T00:00:00Z,False,-1
180,55,221,TRANSFER,85.15,2017-01-09T00:00:00Z,False,-1
181,46,37,TRANSFER,595.16,2017-01-09T00:00:00Z,False,-1
182,9,16,TRANSFER,339.09,2017-01-09T00:00:00Z,False,-1
183,118,30,TRANSFER,409.59,2017-01-09T00:00:00Z,False,-1
184,64,121,TRANSFER,621.99,2017-01-09T00:00:00Z,False,-1
185,36,225,TRANSFER,81.67,2017-01-09T00:00:00Z,False,-1
186,108,30,TRANSFER,294.47,2017-01-09T00:00:00Z,False,-1
187,309,14,TRANSFER,60.09,2017-01-09T00:00:00Z,False,-1
188,54,71,TRANSFER,777.58,2017-01-09T00:00:00Z,False,-1
189,39,17,TRANSFER,196.28,2017-01-09T00:00:00Z,False,-1
190,33,65,TRANSFER,74.84,2017-01-09T00:00:00Z,False,-1
191,3,43,TRANSFER,774.22,2017-01-09T00:00:00Z,False,-1
192,316,109,TRANSFER,455.06,2017-01-09T00:00:00Z,False,-1
193,30,17,TRANSFER,917.6,2017-01-09T00:00:00Z,False,-1
194,307,34,TRANSFER,918.5,2017-01-09T00:00:00Z,False,-1
195,29,30,TRANSFER,838.61,2017-01-09T00:00:00Z,False,-1
196,29,30,TRANSFER,592.85,2017-01-09T00:00:00Z,False,-1
197,42,141,TRANSFER,641.19,2017-01-09T00:00:00Z,False,-1
198,8,6,TRANSFER,584.29,2017-01-10T00:00:00Z,False,-1
199,15,21,TRANSFER,564.16,2017-01-10T00:00:00Z,False,-1
200,116,14,TRANSFER,558.82,2017-01-10T00:00:00Z,False,-1
201,14,55,TRANSFER,208.13,2017-01-10T00:00:00Z,False,-1
202,77,72,TRANSFER,875.42,2017-01-10T00:00:00Z,True,7
203,323,59,TRANSFER,753.92,2017-01-10T00:00:00Z,False,-1
204,63,38,TRANSFER,535.49,2017-01-10T00:00:00Z,False,-1
205,63,38,TRANSFER,88.74,2017-01-10T00:00:00Z,False,-1
206,310,13,TRANSFER,248.28,2017-01-10T00:00:00Z,False,-1
207,0,346,TRANSFER,839.33,2017-01-10T00:00:00Z,False,-1
208,41,22,TRANSFER,340.81,2017-01-10T00:00:00Z,False,-1
209,124,70,TRANSFER,828.63,2017-01-10T00:00:00Z,False,-1
210,70,32,TRANSFER,401.08,2017-01-10T00:00:00Z,False,-1
211,37,222,TRANSFER,571.64,2017-01-10T00:00:00Z,False,-1
212,311,10,TRANSFER,856.25,2017-01-10T00:00:00Z,False,-1
213,320,62,TRANSFER,761.03,2017-01-10T00:00:00Z,False,-1
214,76,56,TRANSFER,891.94,2017-01-10T00:00:00Z,False,-1
215,52,273,TRANSFER,232.52,2017-01-10T00:00:00Z,False,-1
216,107,118,TRANSFER,422.38,2017-01-10T00:00:00Z,False,-1
217,75,15,TRANSFER,466.19,2017-01-10T00:00:00Z,False,-1
218,18,60,TRANSFER,707.36,2017-01-10T00:00:00Z,False,-1
219,19,12,TRANSFER,868.46,2017-01-11T00:00:00Z,False,-1
220,31,71,TRANSFER,335.34,2017-01-11T00:00:00Z,False,-1
221,12,19,TRANSFER,950.04,2017-01-11T00:00:00Z,False,-1
222,12,19,TRANSFER,216.37,2017-01-11T00:00:00Z,False,-1
223,56,15,TRANSFER,829.6,2017-01-11T00:00:00Z,False,-1
224,11,93,TRANSFER,728.18,2017-01-11T00:00:00Z,False,-1
225,27,110,TRANSFER,600.43,2017-01-11T00:00:00Z,False,-1
226,27,110,TRANSFER,988.45,2017-01-11T00:00:00Z,False,-1
227,306,17,TRANSFER,665.44,2017-01-11T00:00:00Z,False,-1
228,32,65,TRANSFER,603.16,2017-01-11T00:00:00Z,False,-1
229,301,26,TRANSFER,251.63,2017-01-11T00:00:00Z,False,-1
230,73,19,TRANSFER,485.73,2017-01-11T00:00:00Z,False,-1
231,48,19,TRANSFER,882.56,2017-01-11T00:00:00Z,False,-1
232,120,74,TRANSFER,565.28,2017-01-11T00:00:00Z,False,-1
233,71,27,TRANSFER,172.25,2017-01-11T00:00:00Z,False,-1
234,114,73,TRANSFER,140.91,2017-01-11T00:00:00Z,False,-1
235,59,38,TRANSFER,634.61,2017-01-11T00:00:00Z,False,-1
236,43,32,TRANSFER,247.08,2017-01-11T00:00:00Z,False,-1
237,308,9,TRANSFER,765.84,2017-01-11T00:00:00Z,False,-1
238,61,211,TRANSFER,75.38,2017-01-11T00:00:00Z,False,-1
239,51,9,TRANSFER,985.04,2017-01-11T00:00:00Z,False,-1
240,112,28,TRANSFER,347.31,2017-01-11T00:00:00Z,False,-1
241,62,100,TRANSFER,226.9,2017-01-11T00:00:00Z,False,-1
242,65,37,TRANSFER,870.93,2017-01-11T00:00:00Z,False,-1
243,7,16,TRANSFER,107.96,2017-01-11T00:00:00Z,False,-1
244,327,39,TRANSFER,830.0,2017-01-11T00:00:00Z,False,-1
245,68,22,TRANSFER,928.73,2017-01-11T00:00:00Z,False,-1
246,6,36,TRANSFER,435.64,2017-01-11T00:00:00Z,False,-1
247,13,28,TRANSFER,471.49,2017-01-11T00:00:00Z,False,-1
248,21,11,TRANSFER,547.36,2017-01-12T00:00:00Z,False,-1
249,30,17,TRANSFER,732.26,2017-01-12T00:00:00Z,False,-1
250,314,5,TRANSFER,798.04,2017-01-12T00:00:00Z,False,-1
251,109,319,TRANSFER,482.69,2017-01-12T00:00:00Z,False,-1
252,23,12,TRANSFER,908.6,2017-01-12T00:00:00Z,False,-1
253,303,151,TRANSFER,97.87,2017-01-12T00:00:00Z,False,-1
254,2,302,TRANSFER,225.04,2017-01-12T00:00:00Z,False,-1
255,34,113,TRANSFER,511.48,2017-01-12T00:00:00Z,False,-1
256,32,65,TRANSFER,67.38,2017-01-12T00:00:00Z,False,-1
257,60,68,TRANSFER,404.56,2017-01-12T00:00:00Z,False,-1
258,11,93,TRANSFER,937.19,2017-01-12T00:00:00Z,False,-1
259,25,64,TRANSFER,954.68,2017-01-12T00:00:00Z,False,-1
260,106,312,TRANSFER,944.31,2017-01-12T00:00:00Z,False,-1
261,37,222,TRANSFER,833.12,2017-01-12T00:00:00Z,False,-1
262,57,336,TRANSFER,990.27,2017-01-12T00:00:00Z,False,-1
263,9,16,TRANSFER,899.64,2017-01-12T00:00:00Z,False,-1
264,33,65,TRANSFER,885.65,2017-01-12T00:00:00Z,False,-1
265,10,74,TRANSFER,851.3,2017-01-12T00:00:00Z,False,-1
266,122,69,TRANSFER,955.15,2017-01-12T00:00:00Z,False,-1
267,56,15,TRANSFER,299.39,2017-01-12T00:00:00Z,False,-1
268,28,128,TRANSFER,437.09,2017-01-12T00:00:00Z,False,-1
269,62,100,TRANSFER,801.11,2017-01-12T00:00:00Z,False,-1
270,326,303,TRANSFER,557.3,2017-01-12T00:00:00Z,False,-1
271,1,108,TRANSFER,579.29,2017-01-12T00:00:00Z,False,-1
272,55,221,TRANSFER,431.35,2017-01-12T00:00:00Z,False,-1
273,38,3,TRANSFER,428.85,2017-01-12T00:00:00Z,False,-1
274,72,64,TRANSFER,234.55,2017-01-12T00:00:00Z,False,-1
275,110,137,TRANSFER,607.11,2017-01-12T00:00:00Z,False,-1
276,69,32,TRANSFER,199.78,2017-01-12T00:00:00Z,False,-1
277,47,32,TRANSFER,669.81,2017-01-13T00:00:00Z,False,-1
278,119,218,TRANSFER,886.07,2017-01-13T00:00:00Z,False,-1
279,123,35,TRANSFER,775.41,2017-01-13T00:00:00Z,False,-1
280,105,34,TRANSFER,872.6,2017-01-13T00:00:00Z,False,-1
281,319,147,TRANSFER,499.91,2017-01-13T00:00:00Z,False,-1
282,66,75,TRANSFER,266.49,2017-01-13T00:00:00Z,False,-1
283,312,207,TRANSFER,566.96,2017-01-13T00:00:00Z,False,-1
284,318,23,TRANSFER,128.45,2017-01-13T00:00:00Z,False,-1
285,322,205,TRANSFER,446.79,2017-01-13T00:00:00Z,False,-1
286,111,6,TRANSFER,378.18,2017-01-13T00:00:00Z,False,-1
287,50,19,TRANSFER,350.0,2017-01-13T00:00:00Z,False,-1
288,35,28,TRANSFER,142.25,2017-01-13T00:00:00Z,False,-1
289,28,128,TRANSFER,462.9,2017-01-13T00:00:00Z,False,-1
290,321,201,TRANSFER,330.12,2017-01-13T00:00:00Z,False,-1
291,31,71,TRANSFER,331.25,2017-01-13T00:00:00Z,False,-1
292,44,15,TRANSFER,161.4,2017-01-13T00:00:00Z,False,-1
293,325,21,TRANSFER,652.43,2017-01-13T00:00:00Z,False,-1
294,53,348,TRANSFER,714.83,2017-01-14T00:00:00Z,False,-1
295,67,16,TRANSFER,780.38,2017-01-14T00:00:00Z,False,-1
296,59,38,TRANSFER,62.64,2017-01-14T00:00:00Z,False,-1
297,121,344,TRANSFER,913.66,2017-01-14T00:00:00Z,False,-1
298,58,97,TRANSFER,505.14,2017-01-14T00:00:00Z,False,-1
299,58,97,TRANSFER,329.75,2017-01-14T00:00:00Z,False,-1
300,34,113,TRANSFER,957.12,2017-01-14T00:00:00Z,False,-1
301,45,32,TRANSFER,256.83,2017-01-14T00:00:00Z,False,-1
302,17,33,TRANSFER,589.66,2017-01-14T00:00:00Z,False,-1
303,113,67,TRANSFER,398.66,2017-01-14T00:00:00Z,False,-1
304,305,55,TRANSFER,668.66,2017-01-14T00:00:00Z,False,-1
305,16,269,TRANSFER,336.62,2017-01-14T00:00:00Z,False,-1
306,5,17,TRANSFER,650.52,2017-01-14T00:00:00Z,False,-1
307,4,148,TRANSFER,390.7,2017-01-14T00:00:00Z,False,-1
308,64,121,TRANSFER,108.93,2017-01-14T00:00:00Z,False,-1
309,57,336,TRANSFER,646.54,2017-01-14T00:00:00Z,False,-1
310,74,40,TRANSFER,238.6,2017-01-14T00:00:00Z,False,-1
311,115,29,TRANSFER,517.76,2017-01-14T00:00:00Z,False,-1
312,313,13,TRANSFER,415.43,2017-01-14T00:00:00Z,False,-1
313,13,28,TRANSFER,410.51,2017-01-14T00:00:00Z,False,-1
314,104,34,TRANSFER,370.36,2017-01-14T00:00:00Z,False,-1
315,22,29,TRANSFER,62.7,2017-01-14T00:00:00Z,False,-1
316,302,36,TRANSFER,851.67,2017-01-15T00:00:00Z,False,-1
317,24,43,TRANSFER,424.86,2017-01-15T00:00:00Z,False,-1
318,304,54,TRANSFER,56.42,2017-01-15T00:00:00Z,False,-1
319,317,47,TRANSFER,707.24,2017-01-15T00:00:00Z,False,-1
320,40,41,TRANSFER,344.63,2017-01-15T00:00:00Z,False,-1
321,36,75,TRANSFER,101.09,2017-01-15T00:00:00Z,False,-1
322,61,65,TRANSFER,475.42,2017-01-15T00:00:00Z,False,-1
323,10,105,TRANSFER,319.53,2017-01-15T00:00:00Z,False,-1
324,26,8,TRANSFER,103.19,2017-01-15T00:00:00Z,False,-1
325,117,36,TRANSFER,287.02,2017-01-15T00:00:00Z,False,-1
326,324,30,TRANSFER,577.08,2017-01-15T00:00:00Z,False,-1
327,20,30,TRANSFER,619.41,2017-01-15T00:00:00Z,False,-1
328,54,27,TRANSFER,71.12,2017-01-15T00:00:00Z,False,-1
329,60,69,TRANSFER,750.85,2017-01-15T00:00:00Z,False,-1
330,29,28,TRANSFER,985.99,2017-01-16T00:00:00Z,False,-1
331,29,28,TRANSFER,417.13,2017-01-16T00:00:00Z,False,-1
332,36,75,TRANSFER,820.82,2017-01-16T00:00:00Z,False,-1
333,9,28,TRANSFER,398.73,2017-01-16T00:00:00Z,False,-1
334,55,76,TRANSFER,882.59,2017-01-16T00:00:00Z,False,-1
335,42,227,TRANSFER,353.87,2017-01-16T00:00:00Z,False,-1
336,309,14,TRANSFER,288.81,2017-01-16T00:00:00Z,False,-1
337,30,72,TRANSFER,913.1,2017-01-16T00:00:00Z,False,-1
338,64,254,TRANSFER,459.73,2017-01-16T00:00:00Z,False,-1
339,54,27,TRANSFER,59.62,2017-01-16T00:00:00Z,False,-1
340,316,109,TRANSFER,790.68,2017-01-16T00:00:00Z,False,-1
341,118,30,TRANSFER,494.53,2017-01-16T00:00:00Z,False,-1
342,315,60,TRANSFER,342.48,2017-01-16T00:00:00Z,False,-1
343,46,56,TRANSFER,136.07,2017-01-16T00:00:00Z,False,-1
344,33,37,TRANSFER,132.26,2017-01-16T00:00:00Z,False,-1
345,3,70,TRANSFER,765.46,2017-01-16T00:00:00Z,False,-1
346,39,16,TRANSFER,715.2,2017-01-16T00:00:00Z,False,-1
347,307,34,TRANSFER,168.6,2017-01-16T00:00:00Z,False,-1
348,108,30,TRANSFER,455.15,2017-01-16T00:00:00Z,False,-1
349,124,304,TRANSFER,799.56,2017-01-17T00:00:00Z,False,-1
350,15,68,TRANSFER,273.5,2017-01-17T00:00:00Z,False,-1
351,107,118,TRANSFER,322.92,2017-01-17T00:00:00Z,False,-1
352,310,13,TRANSFER,768.07,2017-01-17T00:00:00Z,False,-1
353,63,151,TRANSFER,75.15,2017-01-17T00:00:00Z,False,-1
354,63,151,TRANSFER,359.55,2017-01-17T00:00:00Z,False,-1
355,52,40,TRANSFER,537.77,2017-01-17T00:00:00Z,False,-1
356,18,122,TRANSFER,421.1,2017-01-17T00:00:00Z,False,-1
357,75,34,TRANSFER,215.89,2017-01-17T00:00:00Z,False,-1
358,116,14,TRANSFER,446.85,2017-01-17T00:00:00Z,False,-1
359,76,37,TRANSFER,136.09,2017-01-17T00:00:00Z,False,-1
360,41,14,TRANSFER,227.68,2017-01-17T00:00:00Z,False,-1
361,320,62,TRANSFER,526.14,2017-01-17T00:00:00Z,False,-1
362,37,198,TRANSFER,666.34,2017-01-17T00:00:00Z,False,-1
363,311,10,TRANSFER,491.94,2017-01-17T00:00:00Z,False,-1
364,323,59,TRANSFER,379.37,2017-01-17T00:00:00Z,False,-1
365,8,28,TRANSFER,802.32,2017-01-17T00:00:00Z,False,-1
366,14,22,TRANSFER,807.32,2017-01-17T00:00:00Z,False,-1
367,0,346,TRANSFER,411.08,2017-01-17T00:00:00Z,False,-1
368,70,17,TRANSFER,830.35,2017-01-17T00:00:00Z,False,-1
369,7,308,TRANSFER,655.52,2017-01-18T00:00:00Z,False,-1
370,71,8,TRANSFER,86.73,2017-01-18T00:00:00Z,False,-1
371,65,46,TRANSFER,357.47,2017-01-18T00:00:00Z,False,-1
372,62,301,TRANSFER,953.07,2017-01-18T00:00:00Z,False,-1
373,112,28,TRANSFER,263.58,2017-01-18T00:00:00Z,False,-1
374,308,9,TRANSFER,956.82,2017-01-18T00:00:00Z,False,-1
375,114,73,TRANSFER,687.57,2017-01-18T00:00:00Z,False,-1
376,27,48,TRANSFER,433.16,2017-01-18T00:00:00Z,False,-1
