step,type,amount,nameOrig,oldbalanceOrig,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isSAR,alertID
2,TRANSFER,402.3,52,98421.07,98018.76,34,51422.91,51825.22,0,-1
2,TRANSFER,825.0,38,93735.1,92910.1,65,62016.91,62841.91,1,2
2,TRANSFER,429.16,311,60436.28,60007.11,10,97220.71,97649.88,0,-1
2,TRANSFER,861.48,37,56204.85,55343.36,24,74487.65,75349.14,0,-1
2,TRANSFER,380.2,41,94901.7,94521.5,10,97649.88,98030.09,0,-1
2,TRANSFER,518.69,320,97490.28,96971.58,62,61354.51,61873.21,0,-1
2,TRANSFER,325.43,124,95347.4,95021.96,304,62554.14,62879.58,0,-1
2,TRANSFER,894.83,18,86506.65,85611.82,56,90064.4,90959.24,0,-1
2,TRANSFER,166.52,63,85038.88,84872.35,18,85611.82,85778.34,0,-1
2,TRANSFER,484.78,63,84872.35,84387.57,18,85778.34,86263.13,0,-1
2,TRANSFER,282.25,14,63511.39,63229.13,18,86263.13,86545.39,0,-1
2,TRANSFER,658.83,107,83838.75,83179.92,118,51283.4,51942.24,0,-1
2,TRANSFER,133.4,310,81788.46,81655.05,13,73684.14,73817.56,0,-1
2,TRANSFER,262.55,116,94858.03,94595.47,14,63229.13,63491.68,0,-1
2,TRANSFER,571.84,75,55253.74,54681.89,20,49908.89,50480.74,0,-1
3,TRANSFER,664.69,73,64572.84,63908.15,97,94377.42,95042.11,0,-1
3,TRANSFER,227.4,35,93948.54,93721.14,32,71202.6,71430.0,1,3
3,TRANSFER,961.43,32,71430.0,70468.56,21,60351.58,61313.03,0,-1
3,TRANSFER,298.51,114,76776.54,76478.03,73,63908.15,64206.67,0,-1
3,TRANSFER,263.5,56,90959.24,90695.74,10,98030.09,98293.59,0,-1
3,TRANSFER,379.82,31,97707.51,97327.68,23,72208.14,72587.97,0,-1
3,TRANSFER,286.86,27,53847.23,53560.36,33,76948.0,77234.87,0,-1
3,TRANSFER,604.42,27,53560.36,52955.94,33,77234.87,77839.3,0,-1
3,TRANSFER,224.18,306,61316.16,61091.97,17,97170.75,97394.94,0,-1
3,TRANSFER,583.39,68,97873.12,97289.73,16,90249.64,90833.03,0,-1
3,TRANSFER,811.39,301,81996.4,81185.01,26,61454.51,62265.9,0,-1
3,TRANSFER,840.66,308,81501.49,80660.82,9,56381.55,57222.21,0,-1
3,TRANSFER,412.77,48,79814.82,79402.05,38,92910.1,93322.88,0,-1
3,TRANSFER,782.01,43,96389.11,95607.09,30,71730.68,72512.7,0,-1
3,TRANSFER,77.69,13,73817.56,73739.86,37,55343.36,55421.05,0,-1
3,TRANSFER,820.66,12,67052.53,66231.86,75,54681.89,55502.55,0,-1
3,TRANSFER,866.88,12,66231.86,65364.98,75,55502.55,56369.43,0,-1
3,TRANSFER,365.33,61,93966.51,93601.17,116,94595.47,94960.81,0,-1
3,TRANSFER,685.91,327,76615.15,75929.24,39,59293.04,59978.96,0,-1
3,TRANSFER,795.04,51,58827.32,58032.28,28,51465.01,52260.05,0,-1
3,TRANSFER,896.74,7,73973.85,73077.11,18,86545.39,87442.13,0,-1
3,TRANSFER,296.25,11,55216.76,54920.5,114,76478.03,76774.28,0,-1
3,TRANSFER,864.04,62,61873.21,61009.17,26,62265.9,63129.94,0,-1
3,TRANSFER,926.06,6,68782.89,67856.83,39,59978.96,60905.02,0,-1
3,TRANSFER,485.82,112,55918.32,55432.5,28,52260.05,52745.87,0,-1
3,TRANSFER,629.04,71,55221.94,54592.91,32,70468.56,71097.6,0,-1
3,TRANSFER,395.1,120,85326.17,84931.07,56,90695.74,91090.85,0,-1
3,TRANSFER,96.46,87,52995.91,52899.44,45,55669.8,55766.27,1,4
3,TRANSFER,439.97,19,91125.49,90685.51,32,71097.6,71537.58,0,-1
3,TRANSFER,774.9,65,62841.91,62067.0,46,98630.49,99405.39,0,-1
3,TRANSFER,992.07,59,95395.67,94403.6,18,87442.13,88434.2,0,-1
4,TRANSFER,340.05,11,54920.5,54580.44,114,76774.28,77114.34,0,-1
4,TRANSFER,799.55,109,88759.53,87959.98,319,78672.5,79472.06,0,-1
4,TRANSFER,918.2,110,94036.82,93118.61,137,81559.09,82477.29,0,-1
4,TRANSFER,347.72,55,94858.04,94510.32,29,69072.59,69420.31,0,-1
4,TRANSFER,742.37,326,64334.41,63592.03,303,73950.45,74692.82,0,-1
4,TRANSFER,113.41,38,93322.88,93209.46,13,73739.86,73853.28,0,-1
4,TRANSFER,123.73,10,98293.59,98169.85,28,52745.87,52869.61,0,-1
4,TRANSFER,286.28,72,100176.41,99890.12,30,72512.7,72798.99,0,-1
4,TRANSFER,330.63,106,61975.01,61644.38,312,73722.24,74052.87,0,-1
4,TRANSFER,749.89,314,91846.24,91096.34,5,51478.51,52228.41,0,-1
4,TRANSFER,845.96,34,51825.22,50979.25,66,84708.39,85554.36,0,-1
4,TRANSFER,134.5,37,55421.05,55286.55,24,75349.14,75483.64,0,-1
4,TRANSFER,473.75,23,72587.97,72114.21,195,74883.9,75357.66,0,-1
4,TRANSFER,182.55,2,53225.12,53042.56,76,79197.42,79379.99,0,-1
4,TRANSFER,53.84,1,81738.42,81684.57,108,90181.09,90234.94,0,-1
4,TRANSFER,317.41,21,61313.03,60995.62,18,88434.2,88751.61,0,-1
4,TRANSFER,108.81,56,91090.85,90982.03,10,98169.85,98278.67,0,-1
4,TRANSFER,751.97,32,71537.58,70785.6,21,60995.62,61747.59,0,-1
4,TRANSFER,533.12,28,52869.61,52336.48,16,90833.03,91366.15,0,-1
4,TRANSFER,352.44,62,61009.17,60656.72,26,63129.94,63482.38,0,-1
4,TRANSFER,768.0,30,72798.99,72030.99,71,54592.91,55360.91,0,-1
4,TRANSFER,219.25,69,55807.28,55588.03,15,63459.87,63679.12,0,-1
4,TRANSFER,928.31,303,74692.82,73764.5,151,97255.34,98183.66,0,-1
4,TRANSFER,785.94,122,96271.25,95485.31,49,59852.35,60638.3,0,-1
4,TRANSFER,760.29,57,73006.1,72245.8,106,61644.38,62404.68,0,-1
4,TRANSFER,162.5,25,61133.35,60970.85,117,78207.63,78370.13,0,-1
4,TRANSFER,301.17,9,57222.21,56921.03,64,83862.51,84163.69,0,-1
4,TRANSFER,922.82,60,49836.68,48913.85,264,65373.21,66296.03,0,-1
4,TRANSFER,407.88,33,77839.3,77431.41,34,50979.25,51387.13,0,-1
5,TRANSFER,812.88,105,71002.34,70189.45,34,51387.13,52200.02,0,-1
5,TRANSFER,210.13,31,97327.68,97117.55,23,72114.21,72324.35,0,-1
5,TRANSFER,132.0,322,54161.44,54029.43,205,55028.3,55160.31,0,-1
5,TRANSFER,720.85,312,74052.87,73332.02,207,71047.03,71767.88,0,-1
5,TRANSFER,183.01,47,59878.6,59695.58,62,60656.72,60839.74,0,-1
5,TRANSFER,241.4,35,93721.14,93479.73,193,92132.5,92373.9,0,-1
5,TRANSFER,228.31,28,52336.48,52108.17,16,91366.15,91594.47,0,-1
5,TRANSFER,750.09,119,84293.42,83543.32,218,91051.22,91801.32,0,-1
5,TRANSFER,857.52,318,65761.72,64904.19,23,72324.35,73181.88,0,-1
5,TRANSFER,746.96,319,79472.06,78725.1,147,50810.44,51557.4,0,-1
5,TRANSFER,335.19,66,85554.36,85219.17,69,55588.03,55923.23,0,-1
5,TRANSFER,488.46,111,62160.85,61672.38,6,67856.83,68345.3,0,-1
5,TRANSFER,893.93,321,70871.03,69977.1,201,80710.4,81604.34,0,-1
5,TRANSFER,817.48,50,80409.27,79591.78,142,84252.03,85069.51,0,-1
5,TRANSFER,322.57,123,51874.91,51552.33,35,93479.73,93802.31,0,-1
5,TRANSFER,393.66,44,95465.9,95072.24,42,63022.81,63416.47,0,-1
5,TRANSFER,920.66,325,58559.19,57638.53,21,61747.59,62668.26,0,-1
6,TRANSFER,490.01,4,57374.27,56884.26,39,60905.02,61395.03,0,-1
6,TRANSFER,789.78,58,50880.39,50090.6,351,66082.28,66872.06,0,-1
6,TRANSFER,983.17,58,50090.6,49107.42,351,66872.06,67855.24,0,-1
6,TRANSFER,119.27,104,97473.63,97354.35,34,52200.02,52319.3,0,-1
6,TRANSFER,259.79,113,51445.8,51186.01,67,89980.77,90240.57,0,-1
6,TRANSFER,675.25,57,72245.8,71570.55,106,62404.68,63079.93,0,-1
6,TRANSFER,902.16,313,95516.1,94613.93,13,73853.28,74755.45,0,-1
6,TRANSFER,688.65,17,97394.94,96706.29,41,94521.5,95210.14,0,-1
6,TRANSFER,834.09,45,55766.27,54932.17,19,90685.51,91519.6,0,-1
6,TRANSFER,422.18,5,52228.41,51806.23,8,76084.18,76506.36,0,-1
6,TRANSFER,738.63,53,95654.24,94915.6,55,94510.32,95248.96,0,-1
6,TRANSFER,760.92,29,69420.31,68659.39,19,91519.6,92280.53,1,11
6,TRANSFER,882.56,34,52319.3,51436.73,66,85219.17,86101.73,0,-1
6,TRANSFER,213.05,67,90240.57,90027.52,317,94731.92,94944.97,0,-1
6,TRANSFER,857.67,115,56398.51,55540.83,29,68659.39,69517.07,0,-1
6,TRANSFER,571.43,13,74755.45,74184.01,37,55286.55,55857.98,0,-1
6,TRANSFER,703.91,121,52191.23,51487.32,344,57485.94,58189.85,0,-1
6,TRANSFER,855.17,64,84163.69,83308.51,73,64206.67,65061.84,0,-1
6,TRANSFER,197.24,16,91594.47,91397.22,306,61091.97,61289.21,0,-1
6,TRANSFER,228.93,22,52827.39,52598.45,27,52955.94,53184.87,0,-1
6,TRANSFER,592.26,74,74792.82,74200.55,30,72030.99,72623.26,0,-1
6,TRANSFER,105.12,305,81021.6,80916.48,55,95248.96,95354.08,0,-1
6,TRANSFER,411.79,59,94403.6,93991.81,18,88751.61,89163.4,0,-1
7,TRANSFER,686.79,36,51528.15,50841.35,225,86192.9,86879.7,0,-1
7,TRANSFER,748.65,302,72363.55,71614.89,36,50841.35,51590.01,0,-1
7,TRANSFER,810.92,40,60622.78,59811.85,76,79379.99,80190.92,0,-1
7,TRANSFER,717.89,61,93601.17,92883.28,211,95088.82,95806.72,0,-1
7,TRANSFER,431.54,317,94944.97,94513.43,47,59695.58,60127.12,0,-1
7,TRANSFER,243.47,10,98278.67,98035.18,74,74200.55,74444.03,0,-1
7,TRANSFER,928.57,60,48913.85,47985.28,68,97289.73,98218.3,0,-1
7,TRANSFER,736.78,24,75483.64,74746.86,30,72623.26,73360.04,0,-1
7,TRANSFER,181.58,304,62879.58,62698.0,54,83480.47,83662.05,0,-1
7,TRANSFER,444.93,33,77431.41,76986.47,29,69517.07,69962.0,1,11
7,TRANSFER,682.24,324,95885.89,95203.65,30,73360.04,74042.28,0,-1
7,TRANSFER,393.09,54,83662.05,83268.96,71,55360.91,55754.0,0,-1
7,TRANSFER,76.43,117,78370.13,78293.7,36,51590.01,51666.44,0,-1
7,TRANSFER,735.6,26,63482.38,62746.78,338,76242.03,76977.64,0,-1
7,TRANSFER,437.21,20,50480.74,50043.52,22,52598.45,53035.67,0,-1
8,TRANSFER,117.23,315,50920.17,50802.94,60,47985.28,48102.51,0,-1
8,TRANSFER,85.15,55,95354.08,95268.93,221,64724.55,64809.71,0,-1
8,TRANSFER,595.16,46,99405.39,98810.23,37,55857.98,56453.15,0,-1
8,TRANSFER,339.09,9,56921.03,56581.94,16,91397.22,91736.32,0,-1
8,TRANSFER,409.59,118,51942.24,51532.64,30,74042.28,74451.88,0,-1
8,TRANSFER,621.99,64,83308.51,82686.51,121,51487.32,52109.31,0,-1
8,TRANSFER,81.67,36,51666.44,51584.77,225,86879.7,86961.37,0,-1
8,TRANSFER,294.47,108,90234.94,89940.46,30,74451.88,74746.35,0,-1
8,TRANSFER,60.09,309,90905.1,90845.0,14,63491.68,63551.78,0,-1
8,TRANSFER,777.58,54,83268.96,82491.36,71,55754.0,56531.59,0,-1
8,TRANSFER,196.28,39,61395.03,61198.75,17,96706.29,96902.58,0,-1
8,TRANSFER,74.84,33,76986.47,76911.63,65,62067.0,62141.85,0,-1
8,TRANSFER,774.22,3,54079.38,53305.16,43,95607.09,96381.32,0,-1
8,TRANSFER,455.06,316,75986.04,75530.98,109,87959.98,88415.03,0,-1
8,TRANSFER,917.6,30,74746.35,73828.75,17,96902.58,97820.18,0,-1
8,TRANSFER,918.5,307,72885.64,71967.14,34,51436.73,52355.24,0,-1
8,TRANSFER,838.61,29,69962.0,69123.39,30,73828.75,74667.37,0,-1
8,TRANSFER,592.85,29,69123.39,68530.53,30,74667.37,75260.22,0,-1
8,TRANSFER,641.19,42,63416.47,62775.28,141,90669.1,91310.29,0,-1
9,TRANSFER,584.29,8,76506.36,75922.07,6,68345.3,68929.59,0,-1
9,TRANSFER,564.16,15,63679.12,63114.96,21,62668.26,63232.42,0,-1
9,TRANSFER,558.82,116,94960.81,94401.99,14,63551.78,64110.6,0,-1
9,TRANSFER,208.13,14,64110.6,63902.47,55,95268.93,95477.06,0,-1
9,TRANSFER,875.42,77,57316.12,56440.7,72,99890.12,100765.54,1,7
9,TRANSFER,753.92,323,91183.83,90429.91,59,93991.81,94745.74,0,-1
9,TRANSFER,535.49,63,84387.57,83852.07,38,93209.46,93744.96,0,-1
9,TRANSFER,88.74,63,83852.07,83763.32,38,93744.96,93833.71,0,-1
9,TRANSFER,248.28,310,81655.05,81406.76,13,74184.01,74432.3,0,-1
9,TRANSFER,839.33,0,95455.37,94616.03,346,94849.89,95689.22,0,-1
9,TRANSFER,340.81,41,95210.14,94869.32,22,53035.67,53376.49,0,-1
9,TRANSFER,828.63,124,95021.96,94193.32,70,97208.29,98036.93,0,-1
9,TRANSFER,401.08,70,98036.93,97635.84,32,70785.6,71186.69,0,-1
9,TRANSFER,571.64,37,56453.15,55881.5,222,95421.4,95993.05,0,-1
9,TRANSFER,856.25,311,60007.11,59150.85,10,98035.18,98891.44,0,-1
9,TRANSFER,761.03,320,96971.58,96210.55,62,60839.74,61600.77,0,-1
9,TRANSFER,891.94,76,80190.92,79298.97,56,90982.03,91873.97,0,-1
9,TRANSFER,232.52,52,98018.76,97786.23,273,80285.6,80518.14,0,-1
9,TRANSFER,422.38,107,83179.92,82757.53,118,51532.64,51955.03,0,-1
9,TRANSFER,466.19,75,56369.43,55903.24,15,63114.96,63581.16,0,-1
9,TRANSFER,707.36,18,89163.4,88456.03,60,48102.51,48809.88,0,-1
10,TRANSFER,868.46,19,92280.53,91412.06,12,65364.98,66233.45,0,-1
10,TRANSFER,335.34,31,97117.55,96782.21,71,56531.59,56866.94,0,-1
10,TRANSFER,950.04,12,66233.45,65283.4,19,91412.06,92362.11,0,-1
10,TRANSFER,216.37,12,65283.4,65067.03,19,92362.11,92578.48,0,-1
10,TRANSFER,829.6,56,91873.97,91044.37,15,63581.16,64410.76,0,-1
10,TRANSFER,728.18,11,54580.44,53852.26,93,61951.46,62679.64,0,-1
10,TRANSFER,600.43,27,53184.87,52584.44,110,93118.61,93719.05,0,-1
10,TRANSFER,988.45,27,52584.44,51595.98,110,93719.05,94707.51,0,-1
10,TRANSFER,665.44,306,61289.21,60623.77,17,97820.18,98485.62,0,-1
10,TRANSFER,603.16,32,71186.69,70583.53,65,62141.85,62745.01,0,-1
10,TRANSFER,251.63,301,81185.01,80933.38,26,62746.78,62998.41,0,-1
10,TRANSFER,485.73,73,65061.84,64576.11,19,92578.48,93064.22,0,-1
10,TRANSFER,882.56,48,79402.05,78519.48,19,93064.22,93946.78,0,-1
10,TRANSFER,565.28,120,84931.07,84365.78,74,74444.03,75009.31,0,-1
10,TRANSFER,172.25,71,56866.94,56694.68,27,51595.98,51768.24,0,-1
10,TRANSFER,140.91,114,77114.34,76973.42,73,64576.11,64717.03,0,-1
10,TRANSFER,634.61,59,94745.74,94111.12,38,93833.71,94468.32,0,-1
10,TRANSFER,247.08,43,96381.32,96134.23,32,70583.53,70830.61,0,-1
10,TRANSFER,765.84,308,80660.82,79894.98,9,56581.94,57347.78,0,-1
10,TRANSFER,75.38,61,92883.28,92807.89,211,95806.72,95882.11,0,-1
10,TRANSFER,985.04,51,58032.28,57047.23,9,57347.78,58332.83,0,-1
10,TRANSFER,347.31,112,55432.5,55085.18,28,52108.17,52455.49,0,-1
10,TRANSFER,226.9,62,61600.77,61373.87,100,98357.0,98583.91,0,-1
10,TRANSFER,870.93,65,62745.01,61874.07,37,55881.5,56752.44,0,-1
10,TRANSFER,107.96,7,73077.11,72969.15,16,91736.32,91844.28,0,-1
10,TRANSFER,830.0,327,75929.24,75099.23,39,61198.75,62028.75,0,-1
10,TRANSFER,928.73,68,98218.3,97289.57,22,53376.49,54305.22,0,-1
10,TRANSFER,435.64,6,68929.59,68493.95,36,51584.77,52020.41,0,-1
10,TRANSFER,471.49,13,74432.3,73960.81,28,52455.49,52926.98,0,-1
11,TRANSFER,547.36,21,63232.42,62685.06,11,53852.26,54399.63,0,-1
11,TRANSFER,732.26,30,75260.22,74527.96,17,98485.62,99217.89,0,-1
11,TRANSFER,798.04,314,91096.34,90298.3,5,51806.23,52604.27,0,-1
11,TRANSFER,482.69,109,88415.03,87932.34,319,78725.1,79207.79,0,-1
11,TRANSFER,908.6,23,73181.88,72273.28,12,65067.03,65975.63,0,-1
11,TRANSFER,97.87,303,73764.5,73666.63,151,98183.66,98281.53,0,-1
11,TRANSFER,225.04,2,53042.56,52817.51,302,71614.89,71839.94,0,-1
11,TRANSFER,511.48,34,52355.24,51843.76,113,51186.01,51697.49,0,-1
11,TRANSFER,67.38,32,70830.61,70763.24,65,61874.07,61941.46,0,-1
11,TRANSFER,404.56,60,48809.88,48405.31,68,97289.57,97694.14,0,-1
11,TRANSFER,937.19,11,54399.63,53462.44,93,62679.64,63616.83,0,-1
11,TRANSFER,954.68,25,60970.85,60016.16,64,82686.51,83641.2,0,-1
11,TRANSFER,944.31,106,63079.93,62135.61,312,73332.02,74276.34,0,-1
11,TRANSFER,833.12,37,56752.44,55919.32,222,95993.05,96826.17,0,-1
11,TRANSFER,990.27,57,71570.55,70580.28,336,59453.91,60444.18,0,-1
11,TRANSFER,899.64,9,58332.83,57433.19,16,91844.28,92743.92,0,-1
11,TRANSFER,885.65,33,76911.63,76025.97,65,61941.46,62827.11,0,-1
11,TRANSFER,851.3,10,98891.44,98040.14,74,75009.31,75860.6,0,-1
11,TRANSFER,955.15,122,95485.31,94530.15,69,55923.23,56878.38,0,-1
11,TRANSFER,299.39,56,91044.37,90744.98,15,64410.76,64710.15,0,-1
11,TRANSFER,437.09,28,52926.98,52489.89,128,57851.12,58288.21,0,-1
11,TRANSFER,801.11,62,61373.87,60572.75,100,98583.91,99385.02,0,-1
11,TRANSFER,557.3,326,63592.03,63034.73,303,73666.63,74223.93,0,-1
11,TRANSFER,579.29,1,81684.57,81105.28,108,89940.46,90519.76,0,-1
11,TRANSFER,431.35,55,95477.06,95045.71,221,64809.71,65241.06,0,-1
11,TRANSFER,428.85,38,94468.32,94039.46,3,53305.16,53734.01,0,-1
11,TRANSFER,234.55,72,100765.54,100530.99,64,83641.2,83875.75,0,-1
11,TRANSFER,607.11,110,94707.51,94100.39,137,82477.29,83084.41,0,-1
11,TRANSFER,199.78,69,56878.38,56678.6,32,70763.24,70963.02,0,-1
12,TRANSFER,669.81,47,60127.12,59457.3,32,70963.02,71632.83,0,-1
12,TRANSFER,886.07,119,83543.32,82657.25,218,91801.32,92687.39,0,-1
12,TRANSFER,775.41,123,51552.33,50776.91,35,93802.31,94577.73,0,-1
12,TRANSFER,872.6,105,70189.45,69316.84,34,51843.76,52716.37,0,-1
12,TRANSFER,499.91,319,79207.79,78707.88,147,51557.4,52057.31,0,-1
12,TRANSFER,266.49,66,86101.73,85835.24,75,55903.24,56169.73,0,-1
12,TRANSFER,566.96,312,74276.34,73709.37,207,71767.88,72334.85,0,-1
12,TRANSFER,128.45,318,64904.19,64775.74,23,72273.28,72401.73,0,-1
12,TRANSFER,446.79,322,54029.43,53582.63,205,55160.31,55607.11,0,-1
12,TRANSFER,378.18,111,61672.38,61294.19,6,68493.95,68872.13,0,-1
12,TRANSFER,350.0,50,79591.78,79241.78,19,93946.78,94296.78,0,-1
12,TRANSFER,142.25,35,94577.73,94435.47,28,52489.89,52632.14,0,-1
12,TRANSFER,462.9,28,52632.14,52169.23,128,58288.21,58751.12,0,-1
12,TRANSFER,330.12,321,69977.1,69646.97,201,81604.34,81934.46,0,-1
12,TRANSFER,331.25,31,96782.21,96450.96,71,56694.68,57025.93,0,-1
12,TRANSFER,161.4,44,95072.24,94910.83,15,64710.15,64871.56,0,-1
12,TRANSFER,652.43,325,57638.53,56986.08,21,62685.06,63337.5,0,-1
13,TRANSFER,714.83,53,94915.6,94200.76,348,69925.67,70640.5,0,-1
13,TRANSFER,780.38,67,90027.52,89247.14,16,92743.92,93524.3,0,-1
13,TRANSFER,62.64,59,94111.12,94048.48,38,94039.46,94102.1,0,-1
13,TRANSFER,913.66,121,52109.31,51195.64,344,58189.85,59103.52,0,-1
13,TRANSFER,505.14,58,49107.42,48602.28,97,95042.11,95547.26,0,-1
13,TRANSFER,329.75,58,48602.28,48272.52,97,95547.26,95877.02,0,-1
13,TRANSFER,957.12,34,52716.37,51759.24,113,51697.49,52654.62,0,-1
13,TRANSFER,256.83,45,54932.17,54675.33,32,71632.83,71889.67,0,-1
13,TRANSFER,589.66,17,99217.89,98628.22,33,76025.97,76615.64,0,-1
13,TRANSFER,398.66,113,52654.62,52255.96,67,89247.14,89645.8,0,-1
13,TRANSFER,668.66,305,80916.48,80247.81,55,95045.71,95714.38,0,-1
13,TRANSFER,336.62,16,93524.3,93187.67,269,85152.11,85488.75,0,-1
13,TRANSFER,650.52,5,52604.27,51953.75,17,98628.22,99278.75,0,-1
13,TRANSFER,390.7,4,56884.26,56493.55,148,65488.55,65879.26,0,-1
13,TRANSFER,108.93,64,83875.75,83766.82,121,51195.64,51304.57,0,-1
13,TRANSFER,646.54,57,70580.28,69933.74,336,60444.18,61090.72,0,-1
13,TRANSFER,238.6,74,75860.6,75622.0,40,59811.85,60050.46,0,-1
13,TRANSFER,517.76,115,55540.83,55023.06,29,68530.53,69048.3,0,-1
13,TRANSFER,415.43,313,94613.93,94198.5,13,73960.81,74376.25,0,-1
13,TRANSFER,410.51,13,74376.25,73965.73,28,52169.23,52579.75,0,-1
13,TRANSFER,370.36,104,97354.35,96983.99,34,51759.24,52129.6,0,-1
13,TRANSFER,62.7,22,54305.22,54242.51,29,69048.3,69111.01,0,-1
14,TRANSFER,851.67,302,71839.94,70988.27,36,52020.41,52872.08,0,-1
14,TRANSFER,424.86,24,74746.86,74322.0,43,96134.23,96559.1,0,-1
14,TRANSFER,56.42,304,62698.0,62641.58,54,82491.36,82547.79,0,-1
14,TRANSFER,707.24,317,94513.43,93806.18,47,59457.3,60164.55,0,-1
14,TRANSFER,344.63,40,60050.46,59705.82,41,94869.32,95213.96,0,-1
14,TRANSFER,101.09,36,52872.08,52771.0,75,56169.73,56270.82,0,-1
14,TRANSFER,475.42,61,92807.89,92332.46,65,62827.11,63302.53,0,-1
14,TRANSFER,319.53,10,98040.14,97720.6,105,69316.84,69636.38,0,-1
14,TRANSFER,103.19,26,62998.41,62895.21,8,75922.07,76025.27,0,-1
14,TRANSFER,287.02,117,78293.7,78006.67,36,52771.0,53058.02,0,-1
14,TRANSFER,577.08,324,95203.65,94626.57,30,74527.96,75105.04,0,-1
14,TRANSFER,619.41,20,50043.52,49424.1,30,75105.04,75724.46,0,-1
14,TRANSFER,71.12,54,82547.79,82476.67,27,51768.24,51839.36,0,-1
14,TRANSFER,750.85,60,48405.31,47654.46,69,56678.6,57429.45,0,-1
15,TRANSFER,985.99,29,69111.01,68125.01,28,52579.75,53565.74,0,-1
