birthPlaceCountry,countryOfIncorporation,countryOfResidency,deathTime,firstName,isActive,lastName,legalName,listedCompany,maritalStatus,middleName,name,nameAlias,nationality,occupation,organizationSymbol,partyId,partyType,sourceOfIncome,title,website,gender,homePhone,alternatePhone,cellPhone,primaryPhone,workPhone,alternateEmail,companyEmail,personalEmail,workEmail,isIndividual
US,US,US,,,,,,,,,,,US,,,93,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,94,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,95,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,96,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,98,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,99,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,100,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,105,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,108,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,109,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,112,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,115,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,117,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,118,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,119,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,120,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,121,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,123,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,124,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,125,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,127,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,128,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,131,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,132,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,133,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,134,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,136,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,137,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,143,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,144,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,146,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,147,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,148,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,150,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,153,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,155,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,156,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,157,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,159,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,160,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,161,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,163,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,164,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,165,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,167,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,168,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,171,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,172,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,176,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,177,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,178,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,182,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,184,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,186,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,189,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,190,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,192,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,194,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,195,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,198,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,199,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,202,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,204,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,208,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,210,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,211,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,212,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,213,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,214,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,215,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,216,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,217,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,219,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,221,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,222,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,225,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,226,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,230,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,231,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,236,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,237,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,242,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,243,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,244,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,245,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,247,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,249,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,251,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,252,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,255,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,257,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,258,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,259,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,260,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,262,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,263,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,264,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,265,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,267,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,268,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,269,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,271,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,272,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,273,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,279,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,282,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,283,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,285,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,286,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,287,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,288,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,289,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,291,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,293,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,297,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,299,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,300,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,302,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,304,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,305,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,308,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,310,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,311,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,312,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,313,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,314,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,317,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,320,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,321,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,325,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,326,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,327,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,328,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,329,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,330,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,331,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,332,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,334,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,335,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,337,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,338,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,341,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,343,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,344,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,345,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,346,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,350,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,351,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,353,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,355,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,356,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,359,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,361,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,362,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,363,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,364,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,365,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,367,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,368,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,370,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,371,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,372,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,373,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,375,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,376,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,378,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,379,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,380,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,382,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,383,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,385,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,387,Organization,,,,,,,,,,,,,,False
