birthPlaceCountry,countryOfIncorporation,countryOfResidency,deathTime,firstName,isActive,lastName,legalName,listedCompany,maritalStatus,middleName,name,nameAlias,nationality,occupation,organizationSymbol,partyId,partyType,sourceOfIncome,title,website,gender,homePhone,alternatePhone,cellPhone,primaryPhone,workPhone,alternateEmail,companyEmail,personalEmail,workEmail,isIndividual
US,US,US,,,,,,,,,,,US,,,84,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,85,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,87,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,88,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,90,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,92,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,93,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,94,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,96,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,97,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,98,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,99,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,103,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,105,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,106,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,107,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,110,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,114,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,117,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,118,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,119,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,120,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,121,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,122,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,127,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,129,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,133,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,135,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,136,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,137,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,138,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,142,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,145,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,147,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,149,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,152,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,157,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,159,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,160,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,162,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,165,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,169,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,171,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,175,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,176,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,177,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,178,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,179,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,180,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,187,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,188,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,189,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,190,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,191,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,193,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,195,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,197,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,198,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,199,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,201,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,203,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,206,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,207,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,208,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,210,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,211,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,213,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,214,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,216,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,218,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,219,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,223,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,225,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,229,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,230,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,231,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,232,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,234,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,235,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,236,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,237,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,240,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,242,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,243,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,247,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,248,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,249,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,251,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,252,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,253,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,256,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,259,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,260,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,263,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,264,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,267,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,270,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,275,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,278,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,280,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,281,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,282,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,283,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,284,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,285,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,286,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,294,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,295,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,296,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,298,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,302,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,303,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,304,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,307,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,310,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,315,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,316,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,319,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,320,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,321,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,322,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,323,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,326,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,328,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,335,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,337,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,338,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,339,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,341,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,344,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,351,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,353,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,355,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,356,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,357,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,358,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,359,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,364,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,366,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,367,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,369,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,370,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,372,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,373,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,374,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,377,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,378,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,379,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,381,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,382,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,385,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,386,Organization,,,,,,,,,,,,,,False
