tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp,is_sar,alert_id
72,122,17,TRANSFER,863.88,2017-01-03T00:00:00Z,False,-1
73,13,69,TRANSFER,744.67,2017-01-03T00:00:00Z,False,-1
74,13,69,TRANSFER,1614.39,2017-01-03T00:00:00Z,False,-1
75,309,118,TRANSFER,1100.16,2017-01-03T00:00:00Z,False,-1
76,110,36,TRANSFER,147.76,2017-01-03T00:00:00Z,False,-1
77,43,212,TRANSFER,1927.13,2017-01-03T00:00:00Z,False,-1
78,92,58,TRANSFER,1052.51,2017-01-04T00:00:00Z,True,1
79,311,22,TRANSFER,622.9,2017-01-04T00:00:00Z,False,-1
80,118,21,TRANSFER,702.0,2017-01-04T00:00:00Z,False,-1
81,305,142,TRANSFER,944.83,2017-01-04T00:00:00Z,False,-1
82,81,34,TRANSFER,491.92,2017-01-04T00:00:00Z,False,-1
83,97,64,TRANSFER,1083.89,2017-01-04T00:00:00Z,True,9
84,54,38,TRANSFER,1114.45,2017-01-04T00:00:00Z,False,-1
85,115,18,TRANSFER,1741.97,2017-01-04T00:00:00Z,False,-1
86,73,12,TRANSFER,306.18,2017-01-04T00:00:00Z,True,7
87,104,93,TRANSFER,193.95,2017-01-04T00:00:00Z,False,-1
88,53,15,TRANSFER,1713.41,2017-01-04T00:00:00Z,False,-1
89,325,33,TRANSFER,1575.61,2017-01-04T00:00:00Z,False,-1
90,88,266,TRANSFER,612.14,2017-01-04T00:00:00Z,False,-1
91,20,19,TRANSFER,874.06,2017-01-04T00:00:00Z,False,-1
92,52,108,TRANSFER,985.32,2017-01-04T00:00:00Z,False,-1
93,42,27,TRANSFER,1186.33,2017-01-04T00:00:00Z,False,-1
94,22,64,TRANSFER,206.17,2017-01-04T00:00:00Z,False,-1
95,324,13,TRANSFER,656.88,2017-01-04T00:00:00Z,False,-1
96,304,1,TRANSFER,1913.26,2017-01-04T00:00:00Z,False,-1
97,19,31,TRANSFER,1736.8,2017-01-04T00:00:00Z,False,-1
98,65,49,TRANSFER,1769.87,2017-01-04T00:00:00Z,False,-1
99,49,27,TRANSFER,1298.51,2017-01-04T00:00:00Z,False,-1
100,30,15,TRANSFER,608.88,2017-01-04T00:00:00Z,False,-1
101,80,37,TRANSFER,984.66,2017-01-04T00:00:00Z,True,6
102,26,33,TRANSFER,1842.86,2017-01-04T00:00:00Z,False,-1
103,57,19,TRANSFER,1867.44,2017-01-04T00:00:00Z,False,-1
104,322,213,TRANSFER,673.58,2017-01-04T00:00:00Z,False,-1
105,99,81,TRANSFER,1030.73,2017-01-05T00:00:00Z,True,0
106,111,19,TRANSFER,326.57,2017-01-05T00:00:00Z,False,-1
107,9,34,TRANSFER,348.64,2017-01-05T00:00:00Z,False,-1
108,55,30,TRANSFER,1956.38,2017-01-05T00:00:00Z,False,-1
109,16,29,TRANSFER,1703.44,2017-01-05T00:00:00Z,False,-1
110,315,66,TRANSFER,523.64,2017-01-05T00:00:00Z,False,-1
111,3,135,TRANSFER,1438.05,2017-01-05T00:00:00Z,False,-1
112,5,343,TRANSFER,638.95,2017-01-05T00:00:00Z,False,-1
113,29,72,TRANSFER,1013.94,2017-01-05T00:00:00Z,False,-1
114,0,217,TRANSFER,920.09,2017-01-05T00:00:00Z,False,-1
115,112,76,TRANSFER,537.5,2017-01-05T00:00:00Z,False,-1
116,50,91,TRANSFER,160.32,2017-01-05T00:00:00Z,False,-1
117,7,221,TRANSFER,1691.62,2017-01-05T00:00:00Z,False,-1
118,7,221,TRANSFER,1010.62,2017-01-05T00:00:00Z,False,-1
119,58,60,TRANSFER,1409.06,2017-01-06T00:00:00Z,False,-1
120,82,70,TRANSFER,652.04,2017-01-06T00:00:00Z,False,-1
121,308,73,TRANSFER,1665.3,2017-01-06T00:00:00Z,False,-1
122,119,13,TRANSFER,201.39,2017-01-06T00:00:00Z,False,-1
123,323,39,TRANSFER,346.9,2017-01-06T00:00:00Z,False,-1
124,327,23,TRANSFER,629.51,2017-01-06T00:00:00Z,False,-1
125,47,220,TRANSFER,718.67,2017-01-06T00:00:00Z,False,-1
126,313,18,TRANSFER,1575.32,2017-01-06T00:00:00Z,False,-1
127,71,59,TRANSFER,1384.31,2017-01-06T00:00:00Z,False,-1
128,69,114,TRANSFER,913.58,2017-01-06T00:00:00Z,False,-1
129,86,34,TRANSFER,1020.54,2017-01-06T00:00:00Z,False,-1
130,74,306,TRANSFER,263.4,2017-01-06T00:00:00Z,False,-1
131,10,19,TRANSFER,939.71,2017-01-06T00:00:00Z,False,-1
132,75,19,TRANSFER,1045.84,2017-01-06T00:00:00Z,False,-1
133,35,37,TRANSFER,718.94,2017-01-06T00:00:00Z,False,-1
134,12,17,TRANSFER,779.35,2017-01-06T00:00:00Z,False,-1
135,302,10,TRANSFER,859.94,2017-01-06T00:00:00Z,False,-1
136,64,28,TRANSFER,1614.04,2017-01-06T00:00:00Z,False,-1
137,117,28,TRANSFER,341.46,2017-01-06T00:00:00Z,False,-1
138,21,10,TRANSFER,801.92,2017-01-06T00:00:00Z,False,-1
139,5,343,TRANSFER,1189.42,2017-01-06T00:00:00Z,False,-1
140,72,33,TRANSFER,285.58,2017-01-07T00:00:00Z,False,-1
141,38,15,TRANSFER,1355.99,2017-01-07T00:00:00Z,False,-1
142,109,74,TRANSFER,1500.21,2017-01-07T00:00:00Z,False,-1
143,87,24,TRANSFER,722.51,2017-01-07T00:00:00Z,False,-1
144,106,205,TRANSFER,1263.27,2017-01-07T00:00:00Z,False,-1
145,310,9,TRANSFER,1467.49,2017-01-07T00:00:00Z,False,-1
146,63,19,TRANSFER,593.0,2017-01-07T00:00:00Z,False,-1
147,46,142,TRANSFER,1885.28,2017-01-07T00:00:00Z,False,-1
148,27,105,TRANSFER,1027.35,2017-01-07T00:00:00Z,False,-1
149,317,33,TRANSFER,357.33,2017-01-07T00:00:00Z,False,-1
150,321,40,TRANSFER,513.35,2017-01-07T00:00:00Z,False,-1
151,61,27,TRANSFER,240.69,2017-01-07T00:00:00Z,False,-1
152,307,113,TRANSFER,1312.77,2017-01-07T00:00:00Z,False,-1
153,301,43,TRANSFER,1711.58,2017-01-07T00:00:00Z,False,-1
154,23,56,TRANSFER,1113.48,2017-01-07T00:00:00Z,False,-1
155,108,11,TRANSFER,618.6,2017-01-07T00:00:00Z,False,-1
156,114,5,TRANSFER,789.74,2017-01-07T00:00:00Z,False,-1
157,123,8,TRANSFER,934.41,2017-01-07T00:00:00Z,False,-1
158,113,346,TRANSFER,794.51,2017-01-07T00:00:00Z,False,-1
159,70,57,TRANSFER,238.59,2017-01-07T00:00:00Z,False,-1
160,314,41,TRANSFER,368.85,2017-01-08T00:00:00Z,False,-1
161,9,60,TRANSFER,1901.44,2017-01-08T00:00:00Z,False,-1
162,89,46,TRANSFER,377.78,2017-01-08T00:00:00Z,False,-1
163,44,19,TRANSFER,1819.92,2017-01-08T00:00:00Z,False,-1
164,8,20,TRANSFER,439.92,2017-01-08T00:00:00Z,False,-1
165,8,20,TRANSFER,1476.43,2017-01-08T00:00:00Z,False,-1
166,107,40,TRANSFER,652.95,2017-01-08T00:00:00Z,False,-1
167,48,229,TRANSFER,1058.01,2017-01-08T00:00:00Z,False,-1
168,60,69,TRANSFER,1576.02,2017-01-08T00:00:00Z,False,-1
169,12,8,TRANSFER,1091.92,2017-01-08T00:00:00Z,False,-1
170,306,73,TRANSFER,1638.98,2017-01-08T00:00:00Z,False,-1
171,312,216,TRANSFER,392.05,2017-01-08T00:00:00Z,False,-1
172,64,92,TRANSFER,790.37,2017-01-08T00:00:00Z,False,-1
173,40,18,TRANSFER,181.82,2017-01-08T00:00:00Z,False,-1
174,66,36,TRANSFER,1681.12,2017-01-08T00:00:00Z,False,-1
175,303,101,TRANSFER,1492.25,2017-01-08T00:00:00Z,False,-1
176,77,63,TRANSFER,225.03,2017-01-08T00:00:00Z,False,-1
177,79,65,TRANSFER,1350.14,2017-01-08T00:00:00Z,False,-1
178,17,38,TRANSFER,1277.16,2017-01-08T00:00:00Z,False,-1
179,121,116,TRANSFER,458.96,2017-01-08T00:00:00Z,False,-1
180,25,15,TRANSFER,175.44,2017-01-08T00:00:00Z,False,-1
181,45,340,TRANSFER,265.87,2017-01-08T00:00:00Z,False,-1
182,15,16,TRANSFER,1981.26,2017-01-08T00:00:00Z,False,-1
183,76,19,TRANSFER,1548.79,2017-01-08T00:00:00Z,False,-1
184,6,74,TRANSFER,814.56,2017-01-08T00:00:00Z,False,-1
185,318,21,TRANSFER,889.14,2017-01-08T00:00:00Z,False,-1
186,24,25,TRANSFER,473.23,2017-01-09T00:00:00Z,False,-1
187,73,31,TRANSFER,125.28,2017-01-09T00:00:00Z,False,-1
188,316,16,TRANSFER,674.4,2017-01-09T00:00:00Z,False,-1
189,120,37,TRANSFER,1858.31,2017-01-09T00:00:00Z,False,-1
190,85,36,TRANSFER,504.58,2017-01-09T00:00:00Z,False,-1
191,65,29,TRANSFER,973.16,2017-01-09T00:00:00Z,False,-1
192,6,74,TRANSFER,1171.15,2017-01-09T00:00:00Z,False,-1
193,1,30,TRANSFER,1801.52,2017-01-09T00:00:00Z,False,-1
194,39,223,TRANSFER,241.04,2017-01-09T00:00:00Z,False,-1
195,33,75,TRANSFER,916.54,2017-01-09T00:00:00Z,False,-1
196,32,16,TRANSFER,722.98,2017-01-09T00:00:00Z,False,-1
197,134,29,TRANSFER,1379.49,2017-01-09T00:00:00Z,False,-1
198,66,36,TRANSFER,813.45,2017-01-09T00:00:00Z,False,-1
199,18,5,TRANSFER,1141.69,2017-01-09T00:00:00Z,False,-1
200,83,67,TRANSFER,1406.54,2017-01-09T00:00:00Z,False,-1
201,78,66,TRANSFER,219.04,2017-01-09T00:00:00Z,False,-1
202,80,63,TRANSFER,666.04,2017-01-09T00:00:00Z,False,-1
203,14,5,TRANSFER,344.91,2017-01-09T00:00:00Z,False,-1
204,11,39,TRANSFER,1730.09,2017-01-09T00:00:00Z,False,-1
205,31,30,TRANSFER,658.75,2017-01-09T00:00:00Z,False,-1
206,59,33,TRANSFER,1152.21,2017-01-09T00:00:00Z,False,-1
207,319,29,TRANSFER,1305.26,2017-01-09T00:00:00Z,False,-1
208,105,271,TRANSFER,966.68,2017-01-09T00:00:00Z,False,-1
209,67,62,TRANSFER,1299.52,2017-01-09T00:00:00Z,False,-1
210,326,39,TRANSFER,973.43,2017-01-09T00:00:00Z,False,-1
211,10,16,TRANSFER,620.39,2017-01-10T00:00:00Z,False,-1
212,4,57,TRANSFER,1691.49,2017-01-10T00:00:00Z,False,-1
213,110,36,TRANSFER,1933.8,2017-01-10T00:00:00Z,False,-1
214,36,226,TRANSFER,1887.19,2017-01-10T00:00:00Z,False,-1
215,62,320,TRANSFER,1541.7,2017-01-10T00:00:00Z,False,-1
216,41,206,TRANSFER,701.79,2017-01-10T00:00:00Z,False,-1
217,84,32,TRANSFER,1217.04,2017-01-10T00:00:00Z,False,-1
218,320,349,TRANSFER,1323.85,2017-01-10T00:00:00Z,False,-1
219,43,57,TRANSFER,502.47,2017-01-10T00:00:00Z,False,-1
220,122,12,TRANSFER,567.28,2017-01-10T00:00:00Z,False,-1
221,37,38,TRANSFER,1444.66,2017-01-10T00:00:00Z,False,-1
222,2,218,TRANSFER,1051.37,2017-01-10T00:00:00Z,False,-1
223,11,39,TRANSFER,549.14,2017-01-10T00:00:00Z,False,-1
224,13,34,TRANSFER,761.73,2017-01-10T00:00:00Z,False,-1
225,13,34,TRANSFER,406.76,2017-01-10T00:00:00Z,False,-1
226,34,14,TRANSFER,109.71,2017-01-10T00:00:00Z,False,-1
227,56,136,TRANSFER,462.08,2017-01-10T00:00:00Z,False,-1
228,309,118,TRANSFER,864.97,2017-01-10T00:00:00Z,False,-1
229,116,313,TRANSFER,510.82,2017-01-10T00:00:00Z,False,-1
230,51,322,TRANSFER,504.33,2017-01-10T00:00:00Z,False,-1
231,28,17,TRANSFER,1587.76,2017-01-10T00:00:00Z,False,-1
232,53,11,TRANSFER,795.98,2017-01-11T00:00:00Z,False,-1
233,325,33,TRANSFER,690.48,2017-01-11T00:00:00Z,False,-1
234,115,18,TRANSFER,1900.12,2017-01-11T00:00:00Z,False,-1
235,324,13,TRANSFER,498.74,2017-01-11T00:00:00Z,False,-1
236,42,6,TRANSFER,644.94,2017-01-11T00:00:00Z,False,-1
237,81,23,TRANSFER,255.46,2017-01-11T00:00:00Z,False,-1
238,304,1,TRANSFER,1992.99,2017-01-11T00:00:00Z,False,-1
239,52,67,TRANSFER,452.42,2017-01-11T00:00:00Z,False,-1
240,118,21,TRANSFER,1812.49,2017-01-11T00:00:00Z,False,-1
241,30,22,TRANSFER,184.01,2017-01-11T00:00:00Z,False,-1
242,305,142,TRANSFER,357.57,2017-01-11T00:00:00Z,False,-1
243,54,15,TRANSFER,832.94,2017-01-11T00:00:00Z,False,-1
244,65,29,TRANSFER,1340.06,2017-01-11T00:00:00Z,False,-1
245,311,22,TRANSFER,1715.13,2017-01-11T00:00:00Z,False,-1
246,57,10,TRANSFER,1373.69,2017-01-11T00:00:00Z,False,-1
247,49,36,TRANSFER,133.45,2017-01-11T00:00:00Z,False,-1
248,88,222,TRANSFER,1924.78,2017-01-11T00:00:00Z,False,-1
249,20,354,TRANSFER,362.75,2017-01-11T00:00:00Z,False,-1
250,322,213,TRANSFER,1624.35,2017-01-11T00:00:00Z,False,-1
251,19,69,TRANSFER,968.57,2017-01-11T00:00:00Z,False,-1
252,22,4,TRANSFER,1956.28,2017-01-11T00:00:00Z,False,-1
253,26,29,TRANSFER,1248.89,2017-01-11T00:00:00Z,False,-1
254,104,93,TRANSFER,1131.18,2017-01-11T00:00:00Z,False,-1
255,111,19,TRANSFER,398.22,2017-01-12T00:00:00Z,False,-1
256,50,211,TRANSFER,1491.51,2017-01-12T00:00:00Z,False,-1
257,29,70,TRANSFER,236.4,2017-01-12T00:00:00Z,False,-1
258,9,60,TRANSFER,251.69,2017-01-12T00:00:00Z,False,-1
259,16,30,TRANSFER,695.39,2017-01-12T00:00:00Z,False,-1
260,55,34,TRANSFER,1096.04,2017-01-12T00:00:00Z,False,-1
261,0,217,TRANSFER,135.26,2017-01-12T00:00:00Z,False,-1
262,3,351,TRANSFER,1005.03,2017-01-12T00:00:00Z,False,-1
263,315,66,TRANSFER,300.7,2017-01-12T00:00:00Z,False,-1
264,112,76,TRANSFER,1327.88,2017-01-12T00:00:00Z,False,-1
265,7,255,TRANSFER,559.16,2017-01-12T00:00:00Z,False,-1
266,7,255,TRANSFER,719.84,2017-01-12T00:00:00Z,False,-1
267,5,39,TRANSFER,1376.36,2017-01-12T00:00:00Z,False,-1
268,74,18,TRANSFER,221.17,2017-01-13T00:00:00Z,False,-1
269,302,10,TRANSFER,220.87,2017-01-13T00:00:00Z,False,-1
270,12,8,TRANSFER,1109.04,2017-01-13T00:00:00Z,False,-1
271,119,9,TRANSFER,801.62,2017-01-13T00:00:00Z,False,-1
272,327,23,TRANSFER,943.04,2017-01-13T00:00:00Z,False,-1
273,21,92,TRANSFER,1576.49,2017-01-13T00:00:00Z,False,-1
274,308,73,TRANSFER,1371.95,2017-01-13T00:00:00Z,False,-1
275,117,28,TRANSFER,639.93,2017-01-13T00:00:00Z,False,-1
276,86,61,TRANSFER,147.25,2017-01-13T00:00:00Z,False,-1
277,71,70,TRANSFER,1659.4,2017-01-13T00:00:00Z,False,-1
278,35,27,TRANSFER,1104.19,2017-01-13T00:00:00Z,False,-1
279,323,39,TRANSFER,856.53,2017-01-13T00:00:00Z,False,-1
280,64,92,TRANSFER,432.99,2017-01-13T00:00:00Z,False,-1
281,47,63,TRANSFER,1084.65,2017-01-13T00:00:00Z,False,-1
282,69,123,TRANSFER,559.99,2017-01-13T00:00:00Z,False,-1
283,10,16,TRANSFER,671.99,2017-01-13T00:00:00Z,False,-1
284,75,65,TRANSFER,336.04,2017-01-13T00:00:00Z,False,-1
285,82,59,TRANSFER,254.5,2017-01-13T00:00:00Z,False,-1
286,58,54,TRANSFER,360.65,2017-01-13T00:00:00Z,False,-1
287,5,39,TRANSFER,1704.23,2017-01-13T00:00:00Z,False,-1
288,313,18,TRANSFER,633.12,2017-01-13T00:00:00Z,False,-1
289,321,40,TRANSFER,1954.13,2017-01-14T00:00:00Z,False,-1
290,72,109,TRANSFER,1675.48,2017-01-14T00:00:00Z,False,-1
291,63,29,TRANSFER,1377.61,2017-01-14T00:00:00Z,False,-1
292,113,346,TRANSFER,1527.95,2017-01-14T00:00:00Z,False,-1
293,108,11,TRANSFER,1395.34,2017-01-14T00:00:00Z,False,-1
294,27,74,TRANSFER,719.44,2017-01-14T00:00:00Z,False,-1
295,310,9,TRANSFER,362.94,2017-01-14T00:00:00Z,False,-1
296,307,113,TRANSFER,409.71,2017-01-14T00:00:00Z,False,-1
297,301,43,TRANSFER,743.27,2017-01-14T00:00:00Z,False,-1
298,23,25,TRANSFER,1813.43,2017-01-14T00:00:00Z,False,-1
299,109,74,TRANSFER,1457.33,2017-01-14T00:00:00Z,False,-1
300,61,22,TRANSFER,1331.2,2017-01-14T00:00:00Z,False,-1
301,114,5,TRANSFER,1548.5,2017-01-14T00:00:00Z,False,-1
302,106,205,TRANSFER,639.25,2017-01-14T00:00:00Z,False,-1
303,38,14,TRANSFER,1316.76,2017-01-14T00:00:00Z,False,-1
304,87,25,TRANSFER,1844.76,2017-01-14T00:00:00Z,False,-1
305,46,33,TRANSFER,1703.06,2017-01-14T00:00:00Z,False,-1
306,317,33,TRANSFER,592.23,2017-01-14T00:00:00Z,False,-1
307,70,27,TRANSFER,518.05,2017-01-14T00:00:00Z,False,-1
308,123,8,TRANSFER,1359.58,2017-01-14T00:00:00Z,False,-1
309,17,31,TRANSFER,844.79,2017-01-15T00:00:00Z,False,-1
310,64,40,TRANSFER,388.98,2017-01-15T00:00:00Z,False,-1
311,60,28,TRANSFER,1749.68,2017-01-15T00:00:00Z,False,-1
312,312,216,TRANSFER,343.34,2017-01-15T00:00:00Z,False,-1
313,76,27,TRANSFER,249.48,2017-01-15T00:00:00Z,False,-1
314,9,41,TRANSFER,1527.7,2017-01-15T00:00:00Z,False,-1
315,303,101,TRANSFER,1513.32,2017-01-15T00:00:00Z,False,-1
316,6,259,TRANSFER,1285.54,2017-01-15T00:00:00Z,False,-1
317,66,99,TRANSFER,574.85,2017-01-15T00:00:00Z,False,-1
318,314,41,TRANSFER,421.56,2017-01-15T00:00:00Z,False,-1
319,79,17,TRANSFER,1159.66,2017-01-15T00:00:00Z,False,-1
320,12,37,TRANSFER,1767.9,2017-01-15T00:00:00Z,False,-1
321,318,21,TRANSFER,154.38,2017-01-15T00:00:00Z,False,-1
322,107,40,TRANSFER,1634.32,2017-01-15T00:00:00Z,False,-1
323,48,341,TRANSFER,1883.07,2017-01-15T00:00:00Z,False,-1
324,8,54,TRANSFER,1250.45,2017-01-15T00:00:00Z,False,-1
325,8,54,TRANSFER,681.93,2017-01-15T00:00:00Z,False,-1
326,306,73,TRANSFER,239.56,2017-01-15T00:00:00Z,False,-1
327,77,27,TRANSFER,1160.21,2017-01-15T00:00:00Z,False,-1
328,15,23,TRANSFER,878.64,2017-01-15T00:00:00Z,False,-1
329,89,61,TRANSFER,1881.22,2017-01-15T00:00:00Z,False,-1
330,45,318,TRANSFER,1501.66,2017-01-15T00:00:00Z,False,-1
331,40,25,TRANSFER,237.58,2017-01-15T00:00:00Z,False,-1
332,121,28,TRANSFER,348.74,2017-01-15T00:00:00Z,False,-1
333,44,14,TRANSFER,1415.8,2017-01-15T00:00:00Z,False,-1
334,25,6,TRANSFER,1738.24,2017-01-15T00:00:00Z,False,-1
335,67,22,TRANSFER,1651.81,2017-01-16T00:00:00Z,False,-1
336,14,20,TRANSFER,234.42,2017-01-16T00:00:00Z,False,-1
337,319,29,TRANSFER,666.76,2017-01-16T00:00:00Z,False,-1
338,134,29,TRANSFER,169.04,2017-01-16T00:00:00Z,False,-1
339,24,202,TRANSFER,305.76,2017-01-16T00:00:00Z,False,-1
340,18,36,TRANSFER,277.87,2017-01-16T00:00:00Z,False,-1
341,316,16,TRANSFER,486.27,2017-01-16T00:00:00Z,False,-1
342,31,17,TRANSFER,586.37,2017-01-16T00:00:00Z,False,-1
343,1,30,TRANSFER,1920.67,2017-01-16T00:00:00Z,False,-1
344,59,42,TRANSFER,983.44,2017-01-16T00:00:00Z,False,-1
345,32,14,TRANSFER,1124.83,2017-01-16T00:00:00Z,False,-1
346,39,14,TRANSFER,396.56,2017-01-16T00:00:00Z,False,-1
347,11,40,TRANSFER,1942.53,2017-01-16T00:00:00Z,False,-1
348,80,31,TRANSFER,920.78,2017-01-16T00:00:00Z,False,-1
349,83,18,TRANSFER,330.08,2017-01-16T00:00:00Z,False,-1
350,105,271,TRANSFER,980.64,2017-01-16T00:00:00Z,False,-1
351,66,99,TRANSFER,497.23,2017-01-16T00:00:00Z,False,-1
352,6,259,TRANSFER,1947.94,2017-01-16T00:00:00Z,False,-1
353,73,16,TRANSFER,523.5,2017-01-16T00:00:00Z,False,-1
354,65,68,TRANSFER,1005.45,2017-01-16T00:00:00Z,False,-1
355,326,39,TRANSFER,1765.23,2017-01-16T00:00:00Z,False,-1
356,120,37,TRANSFER,1702.67,2017-01-16T00:00:00Z,False,-1
357,85,99,TRANSFER,679.83,2017-01-16T00:00:00Z,False,-1
358,78,55,TRANSFER,284.01,2017-01-16T00:00:00Z,False,-1
359,33,28,TRANSFER,1381.82,2017-01-16T00:00:00Z,False,-1
360,11,40,TRANSFER,182.27,2017-01-17T00:00:00Z,False,-1
361,309,118,TRANSFER,1661.67,2017-01-17T00:00:00Z,False,-1
362,13,36,TRANSFER,935.79,2017-01-17T00:00:00Z,False,-1
363,13,36,TRANSFER,1764.12,2017-01-17T00:00:00Z,False,-1
364,122,17,TRANSFER,238.97,2017-01-17T00:00:00Z,False,-1
365,43,194,TRANSFER,1498.54,2017-01-17T00:00:00Z,False,-1
366,28,18,TRANSFER,733.6,2017-01-17T00:00:00Z,False,-1
367,116,313,TRANSFER,519.87,2017-01-17T00:00:00Z,False,-1
368,10,136,TRANSFER,1858.66,2017-01-17T00:00:00Z,False,-1
369,2,73,TRANSFER,846.32,2017-01-17T00:00:00Z,False,-1
370,36,14,TRANSFER,244.74,2017-01-17T00:00:00Z,False,-1
371,4,7,TRANSFER,1906.75,2017-01-17T00:00:00Z,False,-1
