birthPlaceCountry,countryOfIncorporation,countryOfResidency,deathTime,firstName,isActive,lastName,legalName,listedCompany,maritalStatus,middleName,name,nameAlias,nationality,occupation,organizationSymbol,partyId,partyType,sourceOfIncome,title,website,gender,homePhone,alternatePhone,cellPhone,primaryPhone,workPhone,alternateEmail,companyEmail,personalEmail,workEmail,isIndividual
US,US,US,,,,,,,,,,,US,,,249,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,250,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,251,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,252,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,253,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,254,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,261,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,263,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,266,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,270,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,274,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,277,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,278,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,280,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,281,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,282,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,285,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,286,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,289,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,290,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,292,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,293,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,294,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,295,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,296,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,298,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,299,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,300,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,301,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,302,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,303,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,304,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,308,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,313,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,315,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,319,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,320,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,322,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,325,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,329,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,333,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,335,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,337,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,338,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,339,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,340,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,341,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,344,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,347,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,348,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,351,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,354,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,355,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,358,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,359,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,362,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,363,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,364,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,366,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,367,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,368,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,374,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,376,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,377,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,378,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,380,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,387,Organization,,,,,,,,,,,,,,False
US,US,US,,,,,,,,,,,US,,,388,Organization,,,,,,,,,,,,,,False
