step,type,amount,nameOrig,oldbalanceOrig,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isSAR,alertID
1,TRANSFER,223.89,107,79765.88,79541.98,36,67813.22,68037.11,1,0
1,TRANSFER,277.26,12,76877.84,76600.57,18,69947.62,70224.89,0,-1
1,TRANSFER,213.86,303,84813.65,84599.79,28,56884.62,57098.48,0,-1
1,TRANSFER,450.77,311,87570.88,87120.1,99,96219.72,96670.5,0,-1
1,TRANSFER,90.31,19,59791.87,59701.55,214,87373.47,87463.78,0,-1
1,TRANSFER,191.42,19,59701.55,59510.13,214,87463.78,87655.21,0,-1
1,TRANSFER,335.93,114,99073.54,98737.6,28,57098.48,57434.41,0,-1
1,TRANSFER,380.1,117,95293.82,94913.72,26,83738.67,84118.78,0,-1
1,TRANSFER,442.97,18,70224.89,69781.91,64,56078.28,56521.26,0,-1
2,TRANSFER,238.76,122,95333.1,95094.34,39,85466.53,85705.3,0,-1
2,TRANSFER,52.72,306,71867.96,71815.24,111,59853.73,59906.45,0,-1
2,TRANSFER,199.96,38,61254.96,61055.0,143,57469.87,57669.83,0,-1
2,TRANSFER,394.72,179,99782.54,99387.82,102,83905.84,84300.56,0,-1
2,TRANSFER,46.31,109,75487.36,75441.05,17,78107.03,78153.34,0,-1
2,TRANSFER,83.53,14,71460.85,71377.32,43,91367.65,91451.19,0,-1
2,TRANSFER,32.64,113,93874.72,93842.07,25,69131.46,69164.1,0,-1
2,TRANSFER,435.83,1,66805.72,66369.89,306,71815.24,72251.07,0,-1
3,TRANSFER,378.98,316,79459.28,79080.3,16,78865.96,79244.95,0,-1
3,TRANSFER,175.17,32,69400.45,69225.27,136,96732.1,96907.28,0,-1
3,TRANSFER,426.0,112,67986.57,67560.56,339,73072.14,73498.15,0,-1
3,TRANSFER,96.4,308,67815.99,67719.59,119,91702.79,91799.19,0,-1
3,TRANSFER,297.04,123,64276.17,63979.12,26,84118.78,84415.82,0,-1
3,TRANSFER,302.62,1,66369.89,66067.27,306,72251.07,72553.69,0,-1
3,TRANSFER,408.0,27,79550.27,79142.27,29,76925.1,77333.1,0,-1
3,TRANSFER,409.13,25,69164.1,68754.96,44,60441.76,60850.9,0,-1
3,TRANSFER,48.41,25,68754.96,68706.56,44,60850.9,60899.31,0,-1
3,TRANSFER,481.07,326,97973.89,97492.81,104,71133.32,71614.4,0,-1
3,TRANSFER,219.0,321,55994.3,55775.3,40,67555.52,67774.53,0,-1
3,TRANSFER,207.46,16,79244.95,79037.49,90,55383.01,55590.48,0,-1
3,TRANSFER,318.05,327,80371.85,80053.79,91,91551.34,91869.39,0,-1
4,TRANSFER,463.28,23,52876.23,52412.95,24,87317.36,87780.65,0,-1
4,TRANSFER,240.59,180,92593.47,92352.88,220,79417.67,79658.26,0,-1
4,TRANSFER,355.81,37,91929.85,91574.03,15,93310.21,93666.03,0,-1
4,TRANSFER,49.91,24,87780.65,87730.73,32,69225.27,69275.18,0,-1
4,TRANSFER,215.6,14,71377.32,71161.71,43,91451.19,91666.79,0,-1
4,TRANSFER,249.77,319,60428.16,60178.38,18,69781.91,70031.68,0,-1
4,TRANSFER,108.39,318,93518.31,93409.91,34,83634.45,83742.85,0,-1
4,TRANSFER,300.56,18,70031.68,69731.12,64,56521.26,56821.83,0,-1
4,TRANSFER,276.76,17,78153.34,77876.58,145,92548.14,92824.9,0,-1
4,TRANSFER,254.08,17,77876.58,77622.5,145,92824.9,93079.0,0,-1
4,TRANSFER,65.85,10,60286.49,60220.64,311,87120.1,87185.95,0,-1
4,TRANSFER,175.01,315,66907.93,66732.92,103,52132.91,52307.92,0,-1
4,TRANSFER,77.31,313,65322.0,65244.68,141,79434.11,79511.43,0,-1
4,TRANSFER,289.75,28,57434.41,57144.66,31,62060.92,62350.68,0,-1
4,TRANSFER,441.82,182,51880.1,51438.27,212,72111.21,72553.04,0,-1
4,TRANSFER,369.95,324,56418.23,56048.28,94,73186.18,73556.14,0,-1
4,TRANSFER,332.54,322,99452.42,99119.87,331,59149.21,59481.75,0,-1
4,TRANSFER,282.95,15,93666.03,93383.07,198,63425.99,63708.95,0,-1
5,TRANSFER,483.88,124,52152.76,51668.88,17,77622.5,78106.38,0,-1
5,TRANSFER,342.45,42,54429.17,54086.71,31,62350.68,62693.13,0,-1
5,TRANSFER,335.98,106,97843.64,97507.65,354,50073.16,50409.14,0,-1
5,TRANSFER,198.59,320,54086.83,53888.24,345,80876.49,81075.08,0,-1
5,TRANSFER,58.24,325,84538.25,84480.01,209,96289.28,96347.53,0,-1
5,TRANSFER,272.89,120,58838.98,58566.08,23,52412.95,52685.85,0,-1
5,TRANSFER,367.92,20,81486.86,81118.93,27,79142.27,79510.19,0,-1
5,TRANSFER,437.7,30,53708.37,53270.67,20,81118.93,81556.64,0,-1
5,TRANSFER,258.7,31,62693.13,62434.42,64,56821.83,57080.53,0,-1
5,TRANSFER,220.14,317,89347.35,89127.21,48,79629.74,79849.88,0,-1
6,TRANSFER,419.54,301,84975.22,84555.68,63,75386.07,75805.6,0,-1
6,TRANSFER,236.38,34,83742.85,83506.46,29,77333.1,77569.5,0,-1
6,TRANSFER,155.11,119,91799.19,91644.08,28,57144.66,57299.77,0,-1
6,TRANSFER,339.24,29,77569.5,77230.25,28,57299.77,57639.01,0,-1
6,TRANSFER,448.83,110,76091.43,75642.6,150,70756.5,71205.33,0,-1
6,TRANSFER,30.57,118,72922.96,72892.39,42,54086.71,54117.29,0,-1
6,TRANSFER,441.08,310,50409.53,49968.44,15,93383.07,93824.15,0,-1
6,TRANSFER,346.48,39,85705.3,85358.82,31,62434.42,62780.91,0,-1
6,TRANSFER,451.25,21,53497.53,53046.28,226,56098.06,56549.31,0,-1
6,TRANSFER,163.06,26,84415.82,84252.76,41,76762.07,76925.14,0,-1
6,TRANSFER,349.32,104,71614.4,71265.08,336,64687.57,65036.89,0,-1
6,TRANSFER,65.56,9,62636.19,62570.62,35,98923.17,98988.74,0,-1
6,TRANSFER,439.06,11,90502.86,90063.8,66,85393.1,85832.17,0,-1
6,TRANSFER,24.34,307,82097.35,82073.0,41,76925.14,76949.49,0,-1
6,TRANSFER,281.98,20,81556.64,81274.66,27,79510.19,79792.17,0,-1
6,TRANSFER,494.06,309,89243.56,88749.5,115,88361.53,88855.59,0,-1
6,TRANSFER,242.0,115,88855.59,88613.59,229,56122.01,56364.01,0,-1
6,TRANSFER,43.24,111,59906.45,59863.2,13,59636.91,59680.16,0,-1
6,TRANSFER,192.62,105,72088.75,71896.12,189,78688.56,78881.18,0,-1
6,TRANSFER,31.64,107,79541.98,79510.34,202,86877.45,86909.09,0,-1
6,TRANSFER,487.95,22,89121.53,88633.57,28,57639.01,58126.98,0,-1
7,TRANSFER,223.11,36,68037.11,67814.0,23,52685.85,52908.96,0,-1
7,TRANSFER,59.48,139,73857.82,73798.32,16,79037.49,79096.98,1,4
7,TRANSFER,103.59,16,79096.98,78993.38,73,50181.57,50285.17,0,-1
7,TRANSFER,373.71,323,81937.79,81564.08,34,83506.46,83880.17,0,-1
7,TRANSFER,430.42,312,86720.61,86290.19,18,69731.12,70161.54,0,-1
7,TRANSFER,435.17,13,59680.16,59244.98,0,86147.55,86582.73,0,-1
7,TRANSFER,241.85,314,50258.38,50016.53,94,73556.14,73798.0,0,-1
7,TRANSFER,23.98,121,57171.77,57147.78,30,53270.67,53294.66,0,-1
7,TRANSFER,180.1,22,88633.57,88453.47,26,84252.76,84432.86,0,-1
7,TRANSFER,71.5,108,59283.41,59211.91,20,81274.66,81346.16,0,-1
7,TRANSFER,469.02,305,68871.73,68402.71,7,57774.63,58243.65,0,-1
7,TRANSFER,349.54,304,80974.52,80624.98,32,69275.18,69624.73,0,-1
7,TRANSFER,146.44,21,53046.28,52899.83,64,57080.53,57226.98,0,-1
7,TRANSFER,304.02,116,53160.2,52856.17,55,90678.43,90982.46,0,-1
7,TRANSFER,181.98,35,98988.74,98806.75,13,59244.98,59426.97,0,-1
8,TRANSFER,394.27,302,96053.96,95659.68,40,67774.53,68168.8,0,-1
8,TRANSFER,395.13,12,76600.57,76205.43,138,95492.86,95888.0,0,-1
8,TRANSFER,353.97,33,63849.34,63495.37,18,70161.54,70515.51,0,-1
8,TRANSFER,395.39,19,59510.13,59114.74,72,62730.19,63125.59,0,-1
8,TRANSFER,200.27,19,59114.74,58914.46,72,63125.59,63325.87,0,-1
8,TRANSFER,384.91,15,93824.15,93439.25,10,60220.64,60605.55,0,-1
8,TRANSFER,349.22,26,84432.86,84083.64,56,97831.96,98181.19,0,-1
8,TRANSFER,180.38,117,94913.72,94733.34,26,84083.64,84264.02,0,-1
8,TRANSFER,442.79,303,84599.79,84157.0,28,58126.98,58569.77,0,-1
8,TRANSFER,177.78,41,76949.49,76771.71,63,75805.6,75983.39,0,-1
8,TRANSFER,317.65,311,87185.95,86868.29,99,96670.5,96988.16,0,-1
8,TRANSFER,481.33,0,86582.73,86101.39,95,52646.66,53128.0,0,-1
8,TRANSFER,316.75,18,70515.51,70198.76,75,60511.41,60828.16,0,-1
8,TRANSFER,454.75,40,68168.8,67714.05,324,56048.28,56503.03,0,-1
8,TRANSFER,218.98,114,98737.6,98518.63,28,58569.77,58788.75,0,-1
9,TRANSFER,383.9,14,71161.71,70777.81,15,93439.25,93823.15,0,-1
9,TRANSFER,144.32,1,66067.27,65922.94,306,72553.69,72698.02,0,-1
9,TRANSFER,388.7,113,93842.07,93453.36,25,68706.56,69095.26,0,-1
9,TRANSFER,292.44,38,61055.0,60762.56,70,56697.73,56990.17,0,-1
9,TRANSFER,218.03,306,72698.02,72479.98,111,59863.2,60081.24,0,-1
9,TRANSFER,372.21,122,95094.34,94722.13,39,85358.82,85731.03,0,-1
9,TRANSFER,24.02,109,75441.05,75417.03,17,78106.38,78130.4,0,-1
10,TRANSFER,304.17,27,79792.17,79488.0,215,51435.48,51739.65,0,-1
10,TRANSFER,365.15,326,97492.81,97127.66,104,71265.08,71630.23,0,-1
10,TRANSFER,241.49,25,69095.26,68853.77,31,62780.91,63022.41,0,-1
10,TRANSFER,425.42,25,68853.77,68428.34,31,63022.41,63447.83,0,-1
10,TRANSFER,159.92,316,79080.3,78920.38,16,78993.38,79153.3,0,-1
10,TRANSFER,299.25,32,69624.73,69325.47,17,78130.4,78429.66,0,-1
10,TRANSFER,482.32,112,67560.56,67078.23,339,73498.15,73980.48,0,-1
10,TRANSFER,326.69,321,55775.3,55448.6,40,67714.05,68040.75,0,-1
10,TRANSFER,325.43,123,63979.12,63653.68,26,84264.02,84589.45,0,-1
10,TRANSFER,186.97,327,80053.79,79866.82,91,91869.39,92056.37,0,-1
10,TRANSFER,109.59,16,79153.3,79043.71,73,50285.17,50394.76,0,-1
10,TRANSFER,332.59,308,67719.59,67386.99,119,91644.08,91976.67,0,-1
11,TRANSFER,88.66,319,60178.38,60089.72,18,70198.76,70287.42,0,-1
11,TRANSFER,262.17,318,93409.91,93147.74,34,83880.17,84142.35,0,-1
11,TRANSFER,95.33,315,66732.92,66637.59,103,52307.92,52403.25,0,-1
11,TRANSFER,265.66,28,58788.75,58523.09,30,53294.66,53560.32,0,-1
11,TRANSFER,184.51,14,70777.81,70593.3,15,93823.15,94007.66,0,-1
11,TRANSFER,376.31,313,65244.68,64868.36,141,79511.43,79887.75,0,-1
11,TRANSFER,447.47,10,60605.55,60158.07,16,79043.71,79491.18,0,-1
11,TRANSFER,322.03,15,94007.66,93685.62,10,60158.07,60480.11,0,-1
11,TRANSFER,84.68,322,99119.87,99035.18,331,59481.75,59566.44,0,-1
11,TRANSFER,85.89,24,87730.73,87644.84,142,65865.52,65951.41,0,-1
11,TRANSFER,434.12,37,91574.03,91139.91,139,73798.32,74232.45,0,-1
11,TRANSFER,148.98,23,52908.96,52759.98,12,76205.43,76354.42,0,-1
11,TRANSFER,291.86,18,70287.42,69995.56,75,60828.16,61120.03,0,-1
11,TRANSFER,374.16,17,78429.66,78055.5,18,69995.56,70369.71,0,-1
11,TRANSFER,356.35,17,78055.5,77699.14,18,70369.71,70726.07,0,-1
11,TRANSFER,419.31,324,56503.03,56083.71,94,73798.0,74217.31,0,-1
12,TRANSFER,429.12,317,89127.21,88698.07,48,79849.88,80279.01,0,-1
12,TRANSFER,94.5,42,54117.29,54022.78,8,56513.08,56607.59,0,-1
12,TRANSFER,112.22,120,58566.08,58453.86,23,52759.98,52872.2,0,-1
12,TRANSFER,476.07,325,84480.01,84003.94,209,96347.53,96823.6,0,-1
12,TRANSFER,142.33,193,96809.6,96667.27,10,60480.11,60622.45,1,2
12,TRANSFER,263.4,30,53560.32,53296.92,29,77230.25,77493.65,0,-1
12,TRANSFER,258.95,20,81346.16,81087.21,90,55590.48,55849.43,0,-1
12,TRANSFER,52.72,101,54701.37,54648.65,36,67814.0,67866.72,1,0
12,TRANSFER,351.63,320,53888.24,53536.6,345,81075.08,81426.71,0,-1
12,TRANSFER,65.49,31,63447.83,63382.34,310,49968.44,50033.93,0,-1
12,TRANSFER,110.85,124,51668.88,51558.03,14,70593.3,70704.15,0,-1
12,TRANSFER,270.72,106,97507.65,97236.92,354,50409.14,50679.87,0,-1
13,TRANSFER,496.85,39,85731.03,85234.17,148,89356.45,89853.31,0,-1
13,TRANSFER,227.01,105,71896.12,71669.1,189,78881.18,79108.2,0,-1
13,TRANSFER,89.25,310,50033.93,49944.67,15,93685.62,93774.89,0,-1
13,TRANSFER,434.04,301,84555.68,84121.63,63,75983.39,76417.44,0,-1
13,TRANSFER,373.21,20,81087.21,80714.0,90,55849.43,56222.64,0,-1
13,TRANSFER,461.41,307,82073.0,81611.6,41,76771.71,77233.11,0,-1
13,TRANSFER,218.64,107,79510.34,79291.69,202,86909.09,87127.74,0,-1
13,TRANSFER,359.26,21,52899.83,52540.57,64,57226.98,57586.24,0,-1
13,TRANSFER,406.43,119,91976.67,91570.25,17,77699.14,78105.57,0,-1
13,TRANSFER,180.61,22,88453.47,88272.85,26,84589.45,84770.07,0,-1
13,TRANSFER,231.08,9,62570.62,62339.53,20,80714.0,80945.08,0,-1
13,TRANSFER,188.45,29,77493.65,77305.2,112,67078.23,67266.69,0,-1
13,TRANSFER,105.53,115,88613.59,88508.05,229,56364.01,56469.55,0,-1
13,TRANSFER,207.87,104,71630.23,71422.35,336,65036.89,65244.77,0,-1
13,TRANSFER,303.76,111,60081.24,59777.47,13,59426.97,59730.74,0,-1
13,TRANSFER,308.72,34,84142.35,83833.62,39,85234.17,85542.89,0,-1
13,TRANSFER,356.68,11,90063.8,89707.12,17,78105.57,78462.25,0,-1
13,TRANSFER,431.89,309,88749.5,88317.6,115,88508.05,88939.95,0,-1
13,TRANSFER,388.43,110,75642.6,75254.17,150,71205.33,71593.77,0,-1
13,TRANSFER,154.37,26,84770.07,84615.7,56,98181.19,98335.57,0,-1
13,TRANSFER,355.29,118,72892.39,72537.1,42,54022.78,54378.07,0,-1
14,TRANSFER,203.35,108,59211.91,59008.55,20,80945.08,81148.43,0,-1
14,TRANSFER,164.59,323,81564.08,81399.49,34,83833.62,83998.21,0,-1
14,TRANSFER,165.17,121,57147.78,56982.61,34,83998.21,84163.39,0,-1
14,TRANSFER,493.3,116,52856.17,52362.87,55,90982.46,91475.76,0,-1
14,TRANSFER,144.34,314,50016.53,49872.19,94,74217.31,74361.66,0,-1
14,TRANSFER,86.68,305,68402.71,68316.03,7,58243.65,58330.33,0,-1
14,TRANSFER,74.08,21,52540.57,52466.49,16,79491.18,79565.27,0,-1
14,TRANSFER,498.57,35,98806.75,98308.17,33,63495.37,63993.95,0,-1
14,TRANSFER,70.24,148,89853.31,89783.06,16,79565.27,79635.52,1,4
14,TRANSFER,103.07,16,79635.52,79532.44,18,70726.07,70829.15,0,-1
14,TRANSFER,194.07,304,80624.98,80430.91,32,69325.47,69519.54,0,-1
14,TRANSFER,319.2,312,86290.19,85970.98,18,70829.15,71148.35,0,-1
14,TRANSFER,87.93,22,88272.85,88184.92,10,60622.45,60710.39,0,-1
14,TRANSFER,388.03,13,59730.74,59342.71,18,71148.35,71536.39,0,-1
14,TRANSFER,205.71,36,67866.72,67661.01,206,91100.82,91306.53,0,-1
15,TRANSFER,55.72,114,98518.63,98462.9,28,58523.09,58578.82,0,-1
15,TRANSFER,313.38,41,77233.11,76919.74,3,62750.48,63063.86,0,-1
15,TRANSFER,485.5,19,58914.46,58428.96,18,71536.39,72021.89,0,-1
15,TRANSFER,113.84,19,58428.96,58315.11,18,72021.89,72135.74,0,-1
15,TRANSFER,269.84,311,86868.29,86598.45,99,96988.16,97258.0,0,-1
15,TRANSFER,325.87,302,95659.68,95333.81,40,68040.75,68366.62,0,-1
15,TRANSFER,336.71,18,72135.74,71799.02,32,69519.54,69856.26,0,-1
15,TRANSFER,223.31,33,63993.95,63770.63,19,58315.11,58538.43,0,-1
15,TRANSFER,278.78,26,84615.7,84336.92,69,96159.57,96438.35,0,-1
15,TRANSFER,365.47,117,94733.34,94367.86,26,84336.92,84702.39,0,-1
15,TRANSFER,431.46,303,84157.0,83725.53,28,58578.82,59010.28,0,-1
15,TRANSFER,460.51,12,76354.42,75893.9,10,60710.39,61170.9,0,-1
15,TRANSFER,219.59,0,86101.39,85881.8,95,53128.0,53347.58,0,-1
15,TRANSFER,464.25,15,93774.89,93310.62,40,68366.62,68830.89,0,-1
15,TRANSFER,385.88,40,68830.89,68445.0,45,73172.64,73558.53,0,-1
16,TRANSFER,219.15,38,60762.56,60543.41,14,70704.15,70923.31,0,-1
16,TRANSFER,98.58,306,72479.98,72381.4,111,59777.47,59876.05,0,-1
16,TRANSFER,381.45,113,93453.36,93071.9,25,68428.34,68809.8,0,-1
16,TRANSFER,327.76,14,70923.31,70595.54,222,93645.84,93973.6,0,-1
16,TRANSFER,55.5,122,94722.13,94666.63,39,85542.89,85598.39,0,-1
16,TRANSFER,366.18,109,75417.03,75050.85,17,78462.25,78828.44,0,-1
16,TRANSFER,306.52,1,65922.94,65616.42,306,72381.4,72687.92,0,-1
17,TRANSFER,282.86,308,67386.99,67104.12,119,91570.25,91853.11,0,-1
17,TRANSFER,239.91,16,79532.44,79292.53,18,71799.02,72038.93,0,-1
17,TRANSFER,98.23,316,78920.38,78822.14,16,79292.53,79390.76,0,-1
17,TRANSFER,363.53,123,63653.68,63290.15,26,84702.39,85065.92,0,-1
17,TRANSFER,24.34,25,68809.8,68785.45,27,79488.0,79512.35,0,-1
17,TRANSFER,468.32,25,68785.45,68317.13,27,79512.35,79980.67,0,-1
17,TRANSFER,460.01,326,97127.66,96667.64,104,71422.35,71882.36,0,-1
17,TRANSFER,314.58,27,79980.67,79666.08,28,59010.28,59324.86,0,-1
17,TRANSFER,129.82,112,67266.69,67136.85,339,73980.48,74110.31,0,-1
17,TRANSFER,188.9,32,69856.26,69667.35,145,93079.0,93267.9,0,-1
17,TRANSFER,459.93,327,79866.82,79406.88,91,92056.37,92516.31,0,-1
17,TRANSFER,398.84,321,55448.6,55049.76,40,68445.0,68843.84,0,-1
18,TRANSFER,48.88,322,99035.18,98986.29,331,59566.44,59615.33,0,-1
18,TRANSFER,166.16,18,72038.93,71872.78,32,69667.35,69833.52,0,-1
18,TRANSFER,185.16,324,56083.71,55898.55,94,74361.66,74546.82,0,-1
18,TRANSFER,438.5,37,91139.91,90701.41,49,80759.25,81197.75,0,-1
18,TRANSFER,496.64,24,87644.84,87148.19,13,59342.71,59839.35,0,-1
18,TRANSFER,125.93,17,78828.44,78702.5,36,67661.01,67786.95,0,-1
18,TRANSFER,71.96,17,78702.5,78630.54,36,67786.95,67858.91,0,-1
18,TRANSFER,151.61,319,60089.72,59938.11,18,71872.78,72024.39,0,-1
18,TRANSFER,337.11,315,66637.59,66300.46,103,52403.25,52740.37,0,-1
18,TRANSFER,42.09,10,61170.9,61128.81,307,81611.6,81653.69,0,-1
18,TRANSFER,259.06,28,59324.86,59065.8,29,77305.2,77564.26,0,-1
18,TRANSFER,316.56,15,93310.62,92994.06,40,68843.84,69160.41,0,-1
18,TRANSFER,462.86,14,70595.54,70132.67,222,93973.6,94436.47,0,-1
18,TRANSFER,156.87,23,52872.2,52715.33,76,88167.25,88324.13,0,-1
18,TRANSFER,262.7,318,93147.74,92885.03,34,84163.39,84426.1,0,-1
18,TRANSFER,102.58,101,54648.65,54546.06,54,65780.25,65882.84,0,-1
18,TRANSFER,35.2,313,64868.36,64833.16,141,79887.75,79922.95,0,-1
19,TRANSFER,403.9,106,97236.92,96833.02,354,50679.87,51083.77,0,-1
19,TRANSFER,215.44,42,54378.07,54162.63,334,78702.14,78917.59,0,-1
19,TRANSFER,365.87,31,63382.34,63016.46,30,53296.92,53662.79,0,-1
19,TRANSFER,280.18,325,84003.94,83723.75,209,96823.6,97103.79,0,-1
19,TRANSFER,245.08,120,58453.86,58208.77,23,52715.33,52960.42,0,-1
19,TRANSFER,243.18,124,51558.03,51314.84,17,78630.54,78873.72,0,-1
19,TRANSFER,356.32,320,53536.6,53180.28,345,81426.71,81783.04,0,-1
19,TRANSFER,155.88,30,53662.79,53506.91,21,52466.49,52622.37,0,-1
19,TRANSFER,69.1,20,81148.43,81079.33,190,80931.1,81000.2,0,-1
19,TRANSFER,467.9,317,88698.07,88230.17,48,80279.01,80746.92,0,-1
20,TRANSFER,383.46,301,84121.63,83738.17,63,76417.44,76800.9,0,-1
20,TRANSFER,116.66,29,77564.26,77447.59,76,88324.13,88440.79,0,-1
20,TRANSFER,212.81,119,91853.11,91640.29,28,59065.8,59278.62,0,-1
20,TRANSFER,141.98,20,81079.33,80937.35,190,81000.2,81142.18,0,-1
20,TRANSFER,52.94,111,59876.05,59823.11,13,59839.35,59892.3,0,-1
20,TRANSFER,273.16,110,75254.17,74981.0,150,71593.77,71866.93,0,-1
20,TRANSFER,27.84,118,72537.1,72509.25,42,54162.63,54190.48,0,-1
20,TRANSFER,170.91,39,85598.39,85427.48,42,54190.48,54361.39,0,-1
20,TRANSFER,425.46,26,85065.92,84640.46,69,96438.35,96863.82,0,-1
20,TRANSFER,338.06,22,88184.92,87846.85,10,61128.81,61466.87,0,-1
20,TRANSFER,335.56,115,88939.95,88604.38,229,56469.55,56805.12,0,-1
20,TRANSFER,192.7,105,71669.1,71476.4,189,79108.2,79300.9,0,-1
20,TRANSFER,364.61,310,49944.67,49580.06,15,92994.06,93358.67,0,-1
20,TRANSFER,213.2,9,62339.53,62126.33,30,53506.91,53720.11,0,-1
20,TRANSFER,269.25,104,71882.36,71613.11,336,65244.77,65514.03,0,-1
20,TRANSFER,343.34,21,52622.37,52279.03,16,79390.76,79734.1,0,-1
20,TRANSFER,321.78,309,88317.6,87995.82,115,88604.38,88926.16,0,-1
20,TRANSFER,410.31,11,89707.12,89296.81,23,52960.42,53370.73,0,-1
20,TRANSFER,134.6,107,79291.69,79157.09,202,87127.74,87262.35,0,-1
20,TRANSFER,440.62,307,81653.69,81213.07,41,76919.74,77360.35,0,-1
20,TRANSFER,281.39,34,84426.1,84144.7,37,90701.41,90982.81,0,-1
21,TRANSFER,116.42,36,67858.91,67742.49,268,97609.88,97726.3,0,-1
21,TRANSFER,472.27,21,52279.03,51806.76,5,63956.69,64428.96,0,-1
21,TRANSFER,274.91,121,56982.61,56707.7,30,53720.11,53995.03,0,-1
21,TRANSFER,259.25,108,59008.55,58749.3,20,80937.35,81196.6,0,-1
21,TRANSFER,208.6,312,85970.98,85762.37,18,72024.39,72233.0,0,-1
21,TRANSFER,93.42,314,49872.19,49778.76,94,74546.82,74640.25,0,-1
21,TRANSFER,366.22,305,68316.03,67949.81,7,58330.33,58696.55,0,-1
21,TRANSFER,491.77,144,79466.61,78974.84,16,79734.1,80225.87,1,4
21,TRANSFER,477.13,16,80225.87,79748.75,141,79922.95,80400.08,0,-1
21,TRANSFER,368.48,304,80430.91,80062.42,32,69833.52,70202.0,0,-1
21,TRANSFER,125.82,13,59892.3,59766.48,15,93358.67,93484.5,0,-1
21,TRANSFER,376.48,323,81399.49,81023.01,34,84144.7,84521.17,0,-1
21,TRANSFER,312.1,35,98308.17,97996.07,15,93484.5,93796.6,0,-1
21,TRANSFER,374.88,22,87846.85,87471.97,335,68289.35,68664.24,0,-1
21,TRANSFER,222.27,116,52362.87,52140.6,55,91475.76,91698.03,0,-1
22,TRANSFER,331.34,311,86598.45,86267.1,99,97258.0,97589.35,0,-1
22,TRANSFER,206.14,302,95333.81,95127.66,40,69160.41,69366.56,0,-1
22,TRANSFER,338.72,19,58538.43,58199.71,213,68197.11,68535.84,0,-1
22,TRANSFER,452.35,19,58199.71,57747.35,213,68535.84,68988.19,0,-1
22,TRANSFER,220.22,26,84640.46,84420.24,17,78873.72,79093.95,0,-1
22,TRANSFER,185.31,12,75893.9,75708.59,271,67180.1,67365.42,0,-1
22,TRANSFER,27.98,0,85881.8,85853.82,95,53347.58,53375.57,0,-1
22,TRANSFER,132.32,303,83725.53,83593.21,28,59278.62,59410.94,0,-1
22,TRANSFER,56.43,41,77360.35,77303.92,35,97996.07,98052.5,0,-1
22,TRANSFER,276.45,33,63770.63,63494.17,6,73388.07,73664.52,0,-1
22,TRANSFER,67.92,18,72233.0,72165.07,103,52740.37,52808.3,0,-1
22,TRANSFER,470.28,114,98462.9,97992.61,28,59410.94,59881.23,0,-1
22,TRANSFER,367.23,117,94367.86,94000.63,26,84420.24,84787.47,0,-1
22,TRANSFER,189.54,15,93796.6,93607.06,23,53370.73,53560.27,0,-1
22,TRANSFER,312.82,214,87655.21,87342.39,17,79093.95,79406.77,1,3
22,TRANSFER,89.98,40,69366.56,69276.57,51,62744.82,62834.81,0,-1
